order_item_id,order_id,item_id,quantity,item_price,item_total,net_sales,discount_flag,discount_amount
646,2316,445,3,104,312,311,Discount,1
647,3447,456,4,360,1440,1415,Discount,25
648,3414,481,4,128,512,461,Discount,51
649,2133,424,3,169,507,479,Discount,28
650,3325,428,1,273,273,273,Discount,0
651,2840,438,4,142,568,514,Discount,54
652,3180,462,2,121,242,217,Discount,25
653,3142,499,3,398,1194,1174,Discount,20
654,3358,464,1,117,117,87,Discount,30
655,2781,483,1,226,226,192,Discount,34
656,3335,469,4,215,860,842,Discount,18
657,2699,424,4,417,1668,1660,Discount,8
658,2134,401,3,227,681,623,Discount,58
659,2689,456,2,195,390,334,Discount,56
660,3110,490,4,181,724,700,Discount,24
661,2132,416,2,236,472,422,Discount,50
662,2071,466,4,451,1804,1750,Discount,54
663,2482,456,3,201,603,582,Discount,21
664,3107,475,3,467,1401,1331,Discount,70
665,3091,459,1,266,266,266,Discount,0
666,3192,417,1,173,173,141,Discount,32
667,2079,413,3,359,1077,1070,Discount,7
668,2059,485,3,290,870,847,Discount,23
669,3404,417,4,445,1780,1742,Discount,38
670,2293,409,4,188,752,717,Discount,35
671,2079,436,3,143,429,362,Discount,67
672,2781,483,3,180,540,511,Discount,29
673,2588,470,2,197,394,390,Discount,4
674,2919,405,4,402,1608,1582,Discount,26
675,3330,497,4,307,1228,1195,Discount,33
676,3193,441,4,185,740,740,Discount,0
677,2311,469,1,496,496,458,Discount,38
678,2972,428,3,247,741,673,Discount,68
679,2958,410,1,322,322,247,Discount,75
680,3462,441,1,109,109,109,Discount,0
681,2376,420,3,322,966,897,Discount,69
682,2595,487,1,492,492,492,Discount,0
683,2953,459,2,377,754,709,Discount,45
684,2698,416,3,313,939,916,Discount,23
685,2939,454,1,182,182,180,Discount,2
686,2421,402,3,128,384,325,Discount,59
687,2124,483,2,145,290,282,Discount,8
688,3073,436,2,136,272,261,Discount,11
689,3295,438,4,109,436,402,Discount,34
690,2459,448,1,344,344,297,Discount,47
691,2540,470,4,193,772,739,Discount,33
692,2150,453,1,396,396,378,Discount,18
693,2884,452,2,445,890,844,Discount,46
694,2942,410,3,216,648,606,Discount,42
695,2144,419,2,395,790,743,Discount,47
696,2758,458,3,385,1155,1141,Discount,14
697,2571,452,4,322,1288,1269,Discount,19
698,2013,433,3,313,939,915,Discount,24
699,2610,407,4,289,1156,1155,Discount,1
700,2035,452,2,379,758,758,Discount,0
701,3063,457,2,382,764,742,Discount,22
702,2682,486,3,197,591,581,Discount,10
703,3234,403,2,181,362,289,Discount,73
704,2808,417,4,210,840,840,Discount,0
705,2946,417,1,202,202,150,Discount,52
706,3458,416,2,464,928,919,Discount,9
707,2372,411,1,302,302,275,Discount,27
708,2759,451,2,370,740,660,Discount,80
709,3222,421,4,182,728,659,Discount,69
710,2636,464,4,381,1524,1520,Discount,4
711,3045,463,3,174,522,482,Discount,40
712,3474,406,3,286,858,807,Discount,51
713,3392,427,1,463,463,441,Discount,22
714,3112,439,3,315,945,889,Discount,56
715,2435,438,2,262,524,474,Discount,50
716,2387,450,1,200,200,143,Discount,57
717,3114,454,2,486,972,945,Discount,27
718,2703,496,2,225,450,411,Discount,39
719,2305,423,2,104,208,183,Discount,25
720,3445,485,1,477,477,429,Discount,48
721,3459,411,3,323,969,922,Discount,47
722,2862,428,4,190,760,723,Discount,37
723,2302,429,3,364,1092,1084,Discount,8
724,3125,401,2,286,572,519,Discount,53
725,2007,461,4,111,444,418,Discount,26
726,2351,420,1,446,446,398,Discount,48
727,2176,449,2,195,390,346,Discount,44
728,2213,411,3,252,756,756,Discount,0
729,2243,453,1,339,339,310,Discount,29
730,2057,411,2,140,280,214,Discount,66
731,2984,420,2,335,670,594,Discount,76
732,3030,414,1,262,262,208,Discount,54
733,3455,485,2,187,374,298,Discount,76
734,3164,429,2,384,768,759,Discount,9
735,3299,452,4,237,948,934,Discount,14
736,3027,497,2,227,454,454,Discount,0
737,2044,418,3,486,1458,1427,Discount,31
738,2928,403,2,325,650,650,Discount,0
739,2254,401,4,379,1516,1468,Discount,48
740,2404,444,1,164,164,111,Discount,53
741,2860,460,1,116,116,67,Discount,49
742,2034,452,3,382,1146,1146,Discount,0
743,2792,401,1,141,141,129,Discount,12
744,3474,492,4,334,1336,1313,Discount,23
745,3411,401,1,219,219,168,Discount,51
746,3113,470,3,252,756,756,Discount,0
747,2964,404,3,399,1197,1166,Discount,31
748,2070,486,3,104,312,259,Discount,53
749,2147,492,1,418,418,347,Discount,71
750,2266,404,2,243,486,441,Discount,45
751,3487,448,4,420,1680,1634,Discount,46
752,2941,461,4,344,1376,1344,Discount,32
753,3325,416,2,420,840,821,Discount,19
754,3438,492,3,484,1452,1388,Discount,64
755,2667,478,1,410,410,357,Discount,53
756,2947,467,1,354,354,354,Discount,0
757,2173,404,4,231,924,891,Discount,33
758,2087,422,2,430,860,823,Discount,37
759,2432,490,3,481,1443,1385,Discount,58
760,2422,482,3,481,1443,1367,Discount,76
761,2812,477,2,310,620,603,Discount,17
762,3181,493,4,449,1796,1796,Discount,0
763,2837,416,3,208,624,586,Discount,38
764,3244,450,4,192,768,748,Discount,20
765,3444,429,4,203,812,776,Discount,36
766,3272,479,4,418,1672,1600,Discount,72
767,2195,446,1,359,359,291,Discount,68
768,2363,447,2,278,556,532,Discount,24
769,2543,438,4,417,1668,1633,Discount,35
770,2531,463,4,231,924,910,Discount,14
771,2104,493,1,483,483,434,Discount,49
772,2036,412,2,201,402,337,Discount,65
773,2593,429,1,395,395,328,Discount,67
774,2331,426,2,348,696,624,Discount,72
775,3112,405,2,273,546,520,Discount,26
776,3043,411,1,413,413,360,Discount,53
777,3248,499,2,468,936,936,Discount,0
778,3238,414,2,364,728,701,Discount,27
779,2864,401,2,335,670,592,Discount,78
780,2280,426,2,331,662,629,Discount,33
781,3458,473,2,482,964,945,Discount,19
782,3473,444,3,290,870,870,Discount,0
783,2529,459,1,404,404,328,Discount,76
784,3466,500,2,148,296,277,Discount,19
785,2714,425,2,110,220,182,Discount,38
786,3135,498,1,294,294,244,Discount,50
787,3256,491,3,179,537,528,Discount,9
788,2890,422,1,426,426,363,Discount,63
789,2124,486,4,312,1248,1203,Discount,45
790,2243,463,2,190,380,322,Discount,58
791,2767,468,3,415,1245,1245,Discount,0
792,2712,483,4,175,700,639,Discount,61
793,2967,475,4,190,760,712,Discount,48
794,2559,459,4,338,1352,1273,Discount,79
795,2830,460,1,390,390,313,Discount,77
796,2109,403,2,273,546,495,Discount,51
797,3421,410,3,323,969,932,Discount,37
798,3275,456,4,465,1860,1816,Discount,44
799,3119,449,4,190,760,750,Discount,10
800,3047,477,2,343,686,643,Discount,43
801,2293,434,2,118,236,158,Discount,78
802,2693,404,3,133,399,353,Discount,46
803,2947,471,3,200,600,600,Discount,0
804,2604,479,2,153,306,295,Discount,11
805,2184,436,3,426,1278,1273,Discount,5
806,2079,472,1,104,104,40,Discount,64
807,3274,477,1,492,492,479,Discount,13
808,2436,486,3,253,759,702,Discount,57
809,3035,455,4,195,780,780,Discount,0
810,2605,480,3,176,528,502,Discount,26
811,2512,453,2,199,398,395,Discount,3
812,3344,423,2,396,792,788,Discount,4
813,2659,407,1,461,461,461,Discount,0
814,2829,444,2,128,256,182,Discount,74
815,2761,453,1,469,469,451,Discount,18
816,2038,449,2,475,950,947,Discount,3
817,2766,482,3,434,1302,1289,Discount,13
818,3330,413,3,238,714,640,Discount,74
819,2143,412,3,343,1029,984,Discount,45
820,3064,422,4,159,636,599,Discount,37
821,2780,495,3,431,1293,1293,Discount,0
822,2608,415,2,442,884,815,Discount,69
823,2879,411,1,147,147,105,Discount,42
824,2945,426,3,294,882,819,Discount,63
825,2201,457,4,286,1144,1110,Discount,34
826,2567,457,3,337,1011,969,Discount,42
827,3062,454,2,447,894,823,Discount,71
828,3174,429,1,168,168,131,Discount,37
829,2736,489,2,456,912,870,Discount,42
830,2056,458,4,127,508,471,Discount,37
831,3166,448,2,228,456,451,Discount,5
832,3263,402,4,370,1480,1454,Discount,26
833,2783,486,3,474,1422,1387,Discount,35
834,2263,490,2,391,782,772,Discount,10
835,2392,410,1,184,184,139,Discount,45
836,2792,487,3,414,1242,1187,Discount,55
837,3043,434,3,422,1266,1244,Discount,22
838,2869,478,2,278,556,549,Discount,7
839,2772,484,2,198,396,368,Discount,28
840,3372,435,2,217,434,416,Discount,18
841,2017,470,2,432,864,827,Discount,37
842,2826,410,1,446,446,386,Discount,60
843,3367,456,4,419,1676,1648,Discount,28
844,2271,483,1,287,287,287,Discount,0
845,3383,479,4,319,1276,1247,Discount,29
846,2931,409,4,267,1068,1000,Discount,68
847,2387,466,1,331,331,329,Discount,2
848,2762,487,4,312,1248,1235,Discount,13
849,2918,433,3,253,759,729,Discount,30
850,3379,414,1,199,199,148,Discount,51
851,2227,444,2,385,770,744,Discount,26
852,3183,453,1,362,362,355,Discount,7
853,3149,420,3,180,540,485,Discount,55
854,2808,436,4,192,768,726,Discount,42
855,2326,486,2,472,944,940,Discount,4
856,2443,418,4,177,708,684,Discount,24
857,2259,464,2,199,398,398,Discount,0
858,3082,488,2,351,702,689,Discount,13
859,2499,473,1,305,305,277,Discount,28
860,2864,452,2,276,552,552,Discount,0
861,2702,471,3,110,330,308,Discount,22
862,2477,500,2,206,412,357,Discount,55
863,3094,406,4,330,1320,1320,Discount,0
864,2656,426,3,478,1434,1405,Discount,29
865,2086,466,4,343,1372,1372,Discount,0
866,2510,486,3,330,990,946,Discount,44
867,3275,480,2,264,528,528,Discount,0
868,3394,493,2,167,334,288,Discount,46
869,3439,448,3,414,1242,1225,Discount,17
870,2332,453,1,258,258,224,Discount,34
871,2406,411,4,111,444,384,Discount,60
872,3131,487,4,261,1044,982,Discount,62
873,3201,420,1,344,344,344,Discount,0
874,2108,493,1,113,113,78,Discount,35
875,2730,453,3,292,876,845,Discount,31
876,2092,490,1,486,486,474,Discount,12
877,2607,414,4,354,1416,1356,Discount,60
878,3402,455,3,214,642,642,Discount,0
879,3381,451,3,464,1392,1319,Discount,73
880,3457,485,1,287,287,259,Discount,28
881,3131,482,3,334,1002,972,Discount,30
882,3401,452,1,251,251,232,Discount,19
883,3065,431,1,192,192,120,Discount,72
884,2642,459,1,440,440,394,Discount,46
885,3408,496,3,275,825,817,Discount,8
886,3427,404,3,284,852,823,Discount,29
887,2408,423,1,463,463,438,Discount,25
888,3046,490,3,464,1392,1347,Discount,45
889,3348,401,3,313,939,938,Discount,1
890,2634,490,2,343,686,653,Discount,33
891,2420,439,4,361,1444,1444,Discount,0
892,2386,461,2,356,712,708,Discount,4
893,2285,484,3,328,984,947,Discount,37
894,2703,484,4,432,1728,1671,Discount,57
895,2823,437,3,357,1071,1046,Discount,25
896,3030,409,4,445,1780,1741,Discount,39
897,2373,439,2,124,248,226,Discount,22
898,2191,421,1,116,116,116,Discount,0
899,2100,453,4,486,1944,1943,Discount,1
900,3479,419,3,313,939,939,Discount,0
901,3170,437,4,411,1644,1605,Discount,39
902,2598,419,2,311,622,574,Discount,48
903,3037,436,3,349,1047,1042,Discount,5
904,2524,445,4,126,504,439,Discount,65
905,3467,442,3,446,1338,1314,Discount,24
906,2953,453,3,127,381,358,Discount,23
907,2373,459,2,284,568,566,Discount,2
908,2539,456,2,183,366,318,Discount,48
909,2435,487,3,118,354,335,Discount,19
910,3356,465,3,175,525,453,Discount,72
911,3264,408,1,301,301,301,Discount,0
912,2499,456,1,285,285,223,Discount,62
913,2847,489,1,404,404,369,Discount,35
914,2925,413,4,418,1672,1654,Discount,18
915,3064,435,1,489,489,457,Discount,32
916,2886,449,4,194,776,747,Discount,29
917,2238,469,4,210,840,810,Discount,30
918,3317,442,3,333,999,945,Discount,54
919,3122,478,1,160,160,88,Discount,72
920,2096,487,2,489,978,927,Discount,51
921,3046,469,2,359,718,707,Discount,11
922,2564,403,2,170,340,339,Discount,1
923,2681,443,4,430,1720,1682,Discount,38
924,3449,424,2,177,354,354,Discount,0
925,3323,475,1,473,473,394,Discount,79
926,2629,444,1,327,327,284,Discount,43
927,3270,408,1,301,301,241,Discount,60
928,3130,402,1,279,279,279,Discount,0
929,2716,420,3,330,990,960,Discount,30
930,3201,431,3,293,879,869,Discount,10
931,2578,427,1,329,329,322,Discount,7
932,2233,418,2,105,210,167,Discount,43
933,3318,411,1,390,390,325,Discount,65
934,2912,434,2,444,888,850,Discount,38
935,2490,464,3,234,702,632,Discount,70
936,2349,446,2,386,772,772,Discount,0
937,2934,452,2,131,262,262,Discount,0
938,3267,402,3,110,330,330,Discount,0
939,2851,426,3,330,990,984,Discount,6
940,2190,479,1,103,103,38,Discount,65
941,3000,482,3,385,1155,1087,Discount,68
942,2023,460,2,239,478,425,Discount,53
943,2360,499,3,164,492,483,Discount,9
944,3442,443,1,494,494,494,Discount,0
945,3015,491,3,480,1440,1392,Discount,48
946,3380,470,4,417,1668,1640,Discount,28
947,3206,427,4,470,1880,1844,Discount,36
948,2905,476,2,366,732,676,Discount,56
949,2941,445,2,462,924,924,Discount,0
950,3462,435,3,249,747,741,Discount,6
951,2477,407,2,115,230,207,Discount,23
952,3052,467,4,314,1256,1183,Discount,73
953,3217,433,3,366,1098,1069,Discount,29
954,3175,464,4,470,1880,1855,Discount,25
955,2827,465,4,421,1684,1684,Discount,0
956,2315,480,1,374,374,363,Discount,11
957,2669,471,2,428,856,822,Discount,34
958,2797,480,2,325,650,648,Discount,2
959,3441,473,2,474,948,881,Discount,67
960,3425,469,3,245,735,687,Discount,48
961,2030,477,4,249,996,996,Discount,0
962,2176,458,2,298,596,532,Discount,64
963,2112,494,4,131,524,475,Discount,49
964,2581,461,4,355,1420,1407,Discount,13
965,2519,438,2,301,602,597,Discount,5
966,2049,440,1,438,438,380,Discount,58
967,2960,440,2,206,412,338,Discount,74
968,2797,494,1,241,241,193,Discount,48
969,3090,435,1,330,330,305,Discount,25
970,3488,471,4,204,816,758,Discount,58
971,3214,457,4,195,780,711,Discount,69
972,3455,453,2,112,224,221,Discount,3
973,2996,474,3,303,909,851,Discount,58
974,3399,405,3,215,645,602,Discount,43
975,2973,476,1,150,150,77,Discount,73
976,2430,497,3,221,663,588,Discount,75
977,3205,491,3,282,846,815,Discount,31
978,2587,443,3,294,882,824,Discount,58
979,3074,481,2,456,912,852,Discount,60
980,2561,440,4,199,796,725,Discount,71
981,2479,481,4,169,676,649,Discount,27
982,2699,492,1,466,466,465,Discount,1
983,3043,426,2,338,676,656,Discount,20
984,3069,478,1,149,149,84,Discount,65
985,2968,430,1,166,166,94,Discount,72
986,2601,468,3,219,657,624,Discount,33
987,2884,498,3,248,744,686,Discount,58
988,2849,446,3,235,705,629,Discount,76
989,2744,441,2,262,524,524,Discount,0
990,2390,435,1,243,243,206,Discount,37
991,2766,424,4,330,1320,1286,Discount,34
992,3122,480,4,451,1804,1780,Discount,24
993,2551,456,2,253,506,445,Discount,61
994,2020,413,1,456,456,406,Discount,50
995,2023,462,1,492,492,492,Discount,0
996,2448,473,3,430,1290,1290,Discount,0
997,3334,414,4,234,936,859,Discount,77
998,3234,494,2,237,474,408,Discount,66
999,3204,440,2,399,798,757,Discount,41
1000,2858,411,3,291,873,873,Discount,0
1001,2411,479,2,230,460,394,Discount,66
1002,2117,431,4,493,1972,1947,Discount,25
1003,2849,482,4,382,1528,1481,Discount,47
1004,2303,439,2,190,380,320,Discount,60
1005,2752,419,1,288,288,269,Discount,19
1006,2889,457,4,208,832,754,Discount,78
1007,3040,489,2,120,240,215,Discount,25
1008,2753,410,2,173,346,328,Discount,18
1009,2655,453,1,221,221,221,Discount,0
1010,2242,500,2,414,828,828,Discount,0
1011,3086,469,1,227,227,167,Discount,60
1012,3355,472,2,237,474,451,Discount,23
1013,2087,478,4,322,1288,1262,Discount,26
1014,2969,488,4,142,568,556,Discount,12
1015,2560,429,2,133,266,195,Discount,71
1016,2507,415,1,481,481,481,Discount,0
1017,3199,424,3,123,369,367,Discount,2
1018,2571,489,1,263,263,201,Discount,62
1019,2425,479,1,273,273,263,Discount,10
1020,2499,477,1,418,418,418,Discount,0
1021,2608,473,3,136,408,377,Discount,31
1022,2831,462,1,466,466,426,Discount,40
1023,2792,498,1,233,233,176,Discount,57
1024,2940,466,4,337,1348,1305,Discount,43
1025,2111,495,2,378,756,743,Discount,13
1026,3018,437,2,265,530,462,Discount,68
1027,3340,442,1,244,244,198,Discount,46
1028,2181,423,2,421,842,776,Discount,66
1029,3056,432,4,478,1912,1845,Discount,67
1030,3352,455,4,185,740,701,Discount,39
1031,2102,431,3,433,1299,1289,Discount,10
1032,3083,424,3,102,306,273,Discount,33
1033,2109,421,2,155,310,251,Discount,59
1034,2131,456,2,348,696,618,Discount,78
1035,2901,474,4,324,1296,1294,Discount,2
1036,2240,401,2,300,600,584,Discount,16
1037,2789,438,4,299,1196,1164,Discount,32
1038,2536,440,2,446,892,820,Discount,72
1039,2086,466,2,424,848,806,Discount,42
1040,2550,429,1,346,346,269,Discount,77
1041,3407,436,1,420,420,417,Discount,3
1042,2937,420,1,425,425,351,Discount,74
1043,2860,414,1,387,387,387,Discount,0
1044,2235,466,3,267,801,792,Discount,9
1045,2320,405,3,193,579,543,Discount,36
1046,2864,429,4,222,888,862,Discount,26
1047,2719,443,2,232,464,432,Discount,32
1048,3166,420,1,169,169,117,Discount,52
1049,3218,431,3,121,363,312,Discount,51
1050,2068,496,2,265,530,508,Discount,22
1051,2444,464,4,489,1956,1953,Discount,3
1052,2342,425,2,338,676,676,Discount,0
1053,3018,432,1,272,272,250,Discount,22
1054,3087,486,1,303,303,293,Discount,10
1055,2069,464,4,486,1944,1888,Discount,56
1056,2573,494,1,105,105,105,Discount,0
1057,2417,429,4,129,516,491,Discount,25
1058,2158,458,4,120,480,473,Discount,7
1059,2093,451,1,495,495,473,Discount,22
1060,3348,436,4,409,1636,1589,Discount,47
1061,2501,416,4,472,1888,1815,Discount,73
1062,3227,418,2,481,962,899,Discount,63
1063,2700,417,1,117,117,56,Discount,61
1064,2938,489,1,128,128,66,Discount,62
1065,2647,422,1,159,159,159,Discount,0
1066,3468,444,1,247,247,196,Discount,51
1067,3122,416,1,459,459,407,Discount,52
1068,3325,401,2,472,944,914,Discount,30
1069,3499,493,1,307,307,290,Discount,17
1070,2895,457,2,465,930,899,Discount,31
1071,2136,438,2,107,214,170,Discount,44
1072,2544,483,1,236,236,233,Discount,3
1073,3379,465,4,439,1756,1728,Discount,28
1074,2217,468,2,482,964,944,Discount,20
1075,2480,453,3,367,1101,1098,Discount,3
1076,2828,489,3,370,1110,1110,Discount,0
1077,2705,443,2,329,658,600,Discount,58
1078,2725,402,2,326,652,593,Discount,59
1079,2412,408,4,277,1108,1078,Discount,30
1080,3141,437,4,349,1396,1368,Discount,28
1081,3395,410,4,290,1160,1080,Discount,80
1082,3459,417,1,219,219,156,Discount,63
1083,2773,492,3,429,1287,1280,Discount,7
1084,3212,487,4,418,1672,1645,Discount,27
1085,2759,496,2,444,888,840,Discount,48
1086,2643,483,4,127,508,508,Discount,0
1087,2822,433,1,434,434,420,Discount,14
1088,2384,487,4,341,1364,1326,Discount,38
1089,3289,454,3,486,1458,1405,Discount,53
1090,2550,463,3,177,531,456,Discount,75
1091,2912,463,1,420,420,383,Discount,37
1092,2520,429,1,191,191,135,Discount,56
1093,2913,411,3,256,768,709,Discount,59
1094,2334,488,2,473,946,868,Discount,78
1095,2705,466,1,404,404,394,Discount,10
1096,2726,442,3,102,306,236,Discount,70
1097,3475,462,1,485,485,475,Discount,10
1098,2361,414,4,106,424,424,Discount,0
1099,2016,441,3,455,1365,1309,Discount,56
1100,2042,460,2,183,366,298,Discount,68
1101,3304,417,3,237,711,688,Discount,23
1102,3189,481,3,372,1116,1059,Discount,57
1103,2896,429,4,216,864,786,Discount,78
1104,3114,479,1,374,374,304,Discount,70
1105,3065,477,4,246,984,969,Discount,15
1106,2091,453,2,277,554,518,Discount,36
1107,2266,424,3,486,1458,1390,Discount,68
1108,2213,431,4,195,780,741,Discount,39
1109,2089,454,4,198,792,767,Discount,25
1110,3317,428,1,350,350,322,Discount,28
1111,2015,442,4,219,876,811,Discount,65
1112,2535,483,2,233,466,400,Discount,66
1113,2848,472,3,207,621,595,Discount,26
1114,2528,421,3,176,528,456,Discount,72
1115,3172,459,2,270,540,525,Discount,15
1116,2502,427,1,173,173,102,Discount,71
1117,3397,488,1,104,104,65,Discount,39
1118,2745,476,1,500,500,427,Discount,73
1119,2496,469,1,178,178,111,Discount,67
1120,3331,486,2,349,698,628,Discount,70
1121,2159,478,3,300,900,820,Discount,80
1122,2196,449,3,352,1056,1010,Discount,46
1123,2666,461,3,239,717,710,Discount,7
1124,3422,470,1,155,155,79,Discount,76
1125,2814,498,4,232,928,927,Discount,1
1126,3076,439,3,341,1023,958,Discount,65
1127,3327,449,1,321,321,321,Discount,0
1128,2857,479,2,382,764,703,Discount,61
1129,3191,444,2,440,880,868,Discount,12
1130,3067,409,2,361,722,722,Discount,0
1131,2560,433,3,319,957,904,Discount,53
1132,2007,401,4,167,668,643,Discount,25
1133,2704,451,2,346,692,687,Discount,5
1134,2575,470,2,186,372,372,Discount,0
1135,3365,421,3,330,990,910,Discount,80
1136,2779,441,2,163,326,277,Discount,49
1137,3137,439,2,118,236,223,Discount,13
1138,2299,500,1,202,202,124,Discount,78
1139,2283,465,4,357,1428,1411,Discount,17
1140,2717,469,2,493,986,934,Discount,52
1141,2190,454,3,100,300,247,Discount,53
1142,2655,414,1,361,361,350,Discount,11
1143,3367,447,1,155,155,127,Discount,28
1144,2024,419,1,384,384,370,Discount,14
1145,3222,441,3,418,1254,1254,Discount,0
1146,2330,444,1,364,364,312,Discount,52
1147,2794,409,4,262,1048,1013,Discount,35
1148,2489,477,4,494,1976,1967,Discount,9
1149,2275,499,3,150,450,433,Discount,17
1150,2686,496,4,152,608,608,Discount,0
1151,3002,415,4,266,1064,1059,Discount,5
1152,2544,480,2,335,670,654,Discount,16
1153,3443,432,4,125,500,433,Discount,67
1154,2755,452,3,314,942,864,Discount,78
1155,3286,442,3,307,921,904,Discount,17
1156,2829,440,2,496,992,969,Discount,23
1157,2448,492,4,390,1560,1533,Discount,27
1158,2628,487,1,429,429,383,Discount,46
1159,3450,416,1,334,334,321,Discount,13
1160,3056,481,3,174,522,522,Discount,0
1161,2872,411,2,196,392,341,Discount,51
1162,2030,423,1,112,112,32,Discount,80
1163,3054,403,4,177,708,708,Discount,0
1164,2975,487,4,143,572,572,Discount,0
1165,2514,482,2,358,716,716,Discount,0
1166,3246,405,2,305,610,572,Discount,38
1167,3244,464,1,334,334,254,Discount,80
1168,2198,405,3,252,756,724,Discount,32
1169,3330,403,3,369,1107,1059,Discount,48
1170,3484,496,3,159,477,439,Discount,38
1171,2685,445,2,388,776,745,Discount,31
1172,3280,436,1,459,459,410,Discount,49
1173,2490,454,1,371,371,299,Discount,72
1174,3496,434,3,174,522,522,Discount,0
1175,2902,434,4,375,1500,1476,Discount,24
1176,3162,487,3,230,690,621,Discount,69
1177,2884,415,4,352,1408,1378,Discount,30
1178,2704,404,3,164,492,467,Discount,25
1179,2093,448,4,226,904,894,Discount,10
1180,2701,415,1,374,374,294,Discount,80
1181,2956,438,1,144,144,129,Discount,15
1182,2358,489,3,414,1242,1231,Discount,11
1183,3014,454,3,468,1404,1330,Discount,74
1184,2577,408,1,378,378,312,Discount,66
1185,2425,457,4,346,1384,1321,Discount,63
1186,2729,467,1,229,229,229,Discount,0
1187,3439,403,3,164,492,430,Discount,62
1188,2343,414,2,415,830,778,Discount,52
1189,2468,448,4,277,1108,1030,Discount,78
1190,2315,416,4,420,1680,1618,Discount,62
1191,2707,416,3,281,843,814,Discount,29
1192,2193,409,3,182,546,507,Discount,39
1193,2071,439,1,211,211,149,Discount,62
1194,3174,407,2,414,828,771,Discount,57
1195,2259,454,4,238,952,877,Discount,75
1196,3094,486,4,381,1524,1470,Discount,54
1197,2108,421,3,211,633,580,Discount,53
1198,2865,437,3,411,1233,1153,Discount,80
1199,2905,455,4,115,460,411,Discount,49
1200,2831,414,4,419,1676,1642,Discount,34
1201,2563,429,1,353,353,278,Discount,75
1202,2172,431,4,361,1444,1367,Discount,77
1203,3198,460,1,321,321,321,Discount,0
1204,2024,405,1,434,434,374,Discount,60
1205,2922,445,1,128,128,55,Discount,73
1206,2071,497,1,123,123,106,Discount,17
1207,3050,402,1,370,370,358,Discount,12
1208,2048,407,1,166,166,148,Discount,18
1209,2413,417,4,217,868,840,Discount,28
1210,2242,410,4,332,1328,1263,Discount,65
1211,2262,490,4,261,1044,1015,Discount,29
1212,2297,459,4,239,956,946,Discount,10
1213,2023,473,3,290,870,826,Discount,44
1214,3172,443,3,472,1416,1396,Discount,20
1215,3335,403,1,219,219,161,Discount,58
1216,2792,416,1,322,322,309,Discount,13
1217,2663,428,1,405,405,405,Discount,0
1218,2846,404,3,426,1278,1266,Discount,12
1219,2261,430,3,219,657,644,Discount,13
1220,2351,456,2,353,706,701,Discount,5
1221,2215,420,3,492,1476,1456,Discount,20
1222,2976,443,1,138,138,138,Discount,0
1223,2495,412,3,174,522,465,Discount,57
1224,2218,408,3,444,1332,1300,Discount,32
1225,2142,464,2,185,370,348,Discount,22
1226,2504,425,2,335,670,627,Discount,43
1227,3000,449,4,146,584,521,Discount,63
1228,3371,413,3,417,1251,1250,Discount,1
1229,2641,417,3,141,423,423,Discount,0
1230,2055,451,4,455,1820,1746,Discount,74
1231,2123,405,3,227,681,616,Discount,65
1232,2844,483,3,367,1101,1078,Discount,23
1233,2479,420,4,274,1096,1038,Discount,58
1234,2911,424,1,358,358,344,Discount,14
1235,3244,459,2,367,734,661,Discount,73
1236,3191,446,4,199,796,731,Discount,65
1237,3288,480,4,361,1444,1411,Discount,33
1238,2785,435,1,385,385,385,Discount,0
1239,2284,438,1,448,448,433,Discount,15
1240,2192,442,3,457,1371,1371,Discount,0
1241,2463,435,4,122,488,411,Discount,77
1242,2326,490,3,220,660,619,Discount,41
1243,2080,458,4,184,736,715,Discount,21
1244,2306,471,2,173,346,288,Discount,58
1245,3250,494,4,162,648,592,Discount,56
1246,2571,465,2,213,426,354,Discount,72
1247,2750,474,3,460,1380,1331,Discount,49
1248,3452,481,3,333,999,970,Discount,29
1249,2204,482,3,360,1080,1016,Discount,64
1250,2778,427,4,430,1720,1714,Discount,6
1251,2754,499,1,280,280,263,Discount,17
1252,2824,423,3,437,1311,1281,Discount,30
1253,3380,457,4,132,528,528,Discount,0
1254,2867,425,2,486,972,959,Discount,13
1255,2279,480,4,303,1212,1168,Discount,44
1256,3095,497,2,365,730,671,Discount,59
1257,2338,409,1,197,197,121,Discount,76
1258,3270,487,3,198,594,565,Discount,29
1259,2542,414,4,410,1640,1582,Discount,58
1260,2449,410,4,185,740,716,Discount,24
1261,3324,411,2,480,960,891,Discount,69
1262,2396,416,3,160,480,472,Discount,8
1263,3337,498,2,441,882,868,Discount,14
1264,2687,499,3,440,1320,1290,Discount,30
1265,3106,456,4,471,1884,1884,Discount,0
1266,2884,410,1,467,467,448,Discount,19
1267,3439,457,1,241,241,180,Discount,61
1268,3001,451,2,185,370,296,Discount,74
1269,3104,447,3,171,513,465,Discount,48
1270,3198,459,1,486,486,415,Discount,71
1271,3455,427,1,319,319,313,Discount,6
1272,2243,419,1,143,143,134,Discount,9
1273,3499,441,3,222,666,586,Discount,80
1274,2056,488,1,155,155,100,Discount,55
1275,3263,443,2,460,920,920,Discount,0
1276,2336,466,2,141,282,258,Discount,24
1277,2623,494,2,306,612,612,Discount,0
1278,3127,471,4,137,548,470,Discount,78
1279,2975,445,3,107,321,242,Discount,79
1280,3211,415,1,432,432,399,Discount,33
1281,3308,470,4,486,1944,1867,Discount,77
1282,2582,407,4,433,1732,1671,Discount,61
