payment_id,order_id,payment_method,payment_status,payment_date,amount_paid
5609,2609,CARD,Failed,03-05-2023,454
5610,2610,UPI,Success,01-02-2023,597
5611,2611,CASH,Success,13-03-2023,358
5612,2612,CARD,Success,24-08-2023,939
5613,2613,UPI,Success,28-09-2023,1539
5614,2614,CASH,Success,22-01-2023,1582
5615,2615,CARD,Failed,22-01-2023,448
5616,2616,CARD,Success,29-04-2023,1538
5617,2617,CASH,Success,08-07-2023,1370
5618,2618,CASH,Failed,22-11-2023,720
5619,2619,CASH,Success,17-04-2023,534
5620,2620,CARD,Success,02-06-2023,1257
5621,2621,UPI,Success,24-07-2023,203
5622,2622,UPI,Success,05-11-2023,494
5623,2623,CASH,Success,08-03-2023,1490
5624,2624,CASH,Failed,22-01-2023,1773
5625,2625,UPI,Success,09-12-2023,319
5626,2626,CARD,Success,24-07-2023,1641
5627,2627,CARD,Failed,01-05-2023,1539
5628,2628,CASH,Success,26-08-2023,540
5629,2629,CASH,Failed,22-01-2023,1368
5630,2630,CARD,Success,22-01-2023,619
5631,2631,CARD,Success,20-03-2023,515
5632,2632,CASH,Success,16-01-2023,1387
5633,2633,CASH,Failed,17-12-2023,1116
5634,2634,UPI,Success,24-12-2023,1104
5635,2635,UPI,Success,15-05-2023,1004
5636,2636,UPI,Success,23-03-2023,526
5637,2637,CASH,Success,18-04-2023,1814
5638,2638,CASH,Failed,22-12-2023,1990
5639,2639,UPI,Success,03-04-2023,1536
5640,2640,CASH,Success,22-01-2023,412
5641,2641,CASH,Failed,05-04-2023,1341
5642,2642,UPI,Success,16-12-2023,1809
5643,2643,UPI,Failed,26-10-2023,1122
5644,2644,CARD,Success,06-05-2023,1310
5645,2645,CASH,Success,19-12-2023,1902
5646,2646,UPI,Success,16-04-2023,1076
5647,2647,UPI,Success,29-11-2023,368
5648,2648,UPI,Failed,25-05-2023,377
5649,2649,CASH,Failed,23-08-2023,651
5650,2650,CARD,Failed,13-08-2023,1566
5651,2651,CASH,Success,04-08-2023,1494
5652,2652,CASH,Failed,19-05-2023,1309
5653,2653,UPI,Success,22-03-2023,1788
5654,2654,UPI,Success,24-05-2023,1481
5655,2655,UPI,Failed,22-01-2023,604
5656,2656,CARD,Success,23-10-2023,1536
5657,2657,CARD,Success,22-06-2023,1142
5658,2658,CASH,Success,19-04-2023,834
5659,2659,CASH,Success,08-10-2023,1232
5660,2660,CARD,Failed,23-01-2023,442
5661,2661,UPI,Failed,14-09-2023,301
5662,2662,UPI,Success,30-09-2023,877
5663,2663,UPI,Success,11-10-2023,555
5664,2664,CASH,Failed,27-12-2023,621
5665,2665,CARD,Success,11-06-2023,1340
5666,2666,CASH,Failed,05-01-2023,352
5667,2667,CASH,Failed,22-01-2023,1684
5668,2668,CASH,Failed,13-08-2023,921
5669,2669,CASH,Failed,20-05-2023,1550
5670,2670,CASH,Failed,06-08-2023,1485
5671,2671,CASH,Failed,22-01-2023,1490
5672,2672,CASH,Success,23-09-2023,361
5673,2673,UPI,Success,05-12-2023,1001
5674,2674,CARD,Failed,15-05-2023,1767
5675,2675,CARD,Failed,22-01-2023,394
5676,2676,CASH,Success,22-01-2023,432
5677,2677,UPI,Success,24-05-2023,1245
5678,2678,UPI,Success,10-03-2023,717
5679,2679,CARD,Success,07-06-2023,357
5680,2680,CASH,Failed,20-07-2023,1074
5681,2681,CARD,Failed,11-08-2023,1149
5682,2682,CARD,Success,07-02-2023,641
5683,2683,CASH,Failed,24-04-2023,1956
5684,2684,CASH,Success,22-05-2023,714
5685,2685,CASH,Failed,24-06-2023,1793
5686,2686,CASH,Failed,26-12-2023,1448
5687,2687,CASH,Success,09-02-2023,1348
5688,2688,CASH,Failed,29-11-2023,1188
5689,2689,CASH,Success,22-01-2023,282
5690,2690,CASH,Success,22-01-2023,1715
5691,2691,UPI,Success,16-01-2023,630
5692,2692,CARD,Failed,17-07-2023,932
5693,2693,CASH,Success,06-01-2023,1692
5694,2694,UPI,Failed,06-07-2023,460
5695,2695,CASH,Success,25-01-2023,216
5696,2696,CASH,Success,29-08-2023,1595
5697,2697,UPI,Success,06-06-2023,1279
5698,2698,CASH,Failed,22-01-2023,693
5699,2699,CARD,Failed,22-01-2023,349
5700,2700,UPI,Success,20-12-2023,395
5701,2701,CARD,Failed,04-02-2023,1183
5702,2702,UPI,Success,08-07-2023,532
5703,2703,CASH,Success,30-06-2023,1889
5704,2704,UPI,Failed,15-03-2023,491
5705,2705,CASH,Success,19-01-2023,1918
5706,2706,CASH,Success,06-12-2023,612
5707,2707,UPI,Success,03-09-2023,1074
5708,2708,CASH,Success,30-08-2023,1228
5709,2709,CASH,Success,26-04-2023,592
5710,2710,CARD,Success,22-01-2023,412
5711,2711,CARD,Success,22-01-2023,1191
5712,2712,UPI,Success,11-11-2023,298
5713,2713,CASH,Success,09-02-2023,1135
5714,2714,CARD,Failed,07-08-2023,1753
5715,2715,UPI,Success,14-06-2023,1679
5716,2716,CARD,Success,08-03-2023,393
5717,2717,CASH,Failed,19-10-2023,314
5718,2718,CASH,Success,10-03-2023,1519
5719,2719,CASH,Failed,12-03-2023,641
5720,2720,CASH,Success,15-04-2023,1142
5721,2721,CASH,Failed,27-05-2023,686
5722,2722,CASH,Failed,10-06-2023,916
5723,2723,CASH,Success,30-03-2023,588
5724,2724,CASH,Failed,07-10-2023,1680
5725,2725,UPI,Failed,31-08-2023,1980
5726,2726,CARD,Failed,25-12-2023,738
5727,2727,CASH,Success,22-01-2023,331
5728,2728,CASH,Success,12-11-2023,1786
5729,2729,UPI,Failed,31-03-2023,1186
5730,2730,CASH,Success,22-01-2023,1392
5731,2731,CASH,Success,04-07-2023,404
5732,2732,CARD,Failed,16-03-2023,1562
5733,2733,CASH,Success,10-07-2023,886
5734,2734,CASH,Success,22-01-2023,560
5735,2735,UPI,Failed,22-10-2023,1883
5736,2736,CASH,Success,22-01-2023,985
5737,2737,CARD,Success,10-06-2023,718
5738,2738,CASH,Success,25-12-2023,573
5739,2739,CASH,Failed,06-10-2023,1355
5740,2740,UPI,Success,26-02-2023,1280
5741,2741,CARD,Success,10-11-2023,421
5742,2742,CASH,Success,13-11-2023,524
5743,2743,CASH,Success,14-08-2023,581
5744,2744,CASH,Failed,22-01-2023,641
5745,2745,CASH,Success,29-01-2023,1169
5746,2746,CASH,Failed,19-06-2023,1318
5747,2747,UPI,Failed,18-11-2023,1188
5748,2748,CASH,Success,07-09-2023,777
5749,2749,CASH,Failed,07-01-2023,502
5750,2750,CARD,Success,07-03-2023,564
5751,2751,CASH,Success,30-01-2023,1417
5752,2752,CASH,Success,30-12-2023,314
5753,2753,CASH,Failed,12-05-2023,203
5754,2754,CARD,Failed,09-09-2023,400
5755,2755,CARD,Failed,06-07-2023,644
5756,2756,UPI,Failed,14-12-2023,1934
5757,2757,UPI,Failed,04-04-2023,392
5758,2758,CASH,Success,30-09-2023,420
5759,2759,UPI,Failed,24-02-2023,1008
5760,2760,CASH,Success,09-09-2023,696
5761,2761,CASH,Success,13-04-2023,1738
5762,2762,CARD,Failed,14-12-2023,579
5763,2763,UPI,Success,22-01-2023,1969
5764,2764,CARD,Failed,07-03-2023,742
5765,2765,CASH,Success,10-10-2023,375
5766,2766,UPI,Failed,22-07-2023,264
5767,2767,UPI,Success,10-10-2023,979
5768,2768,UPI,Success,18-02-2023,1111
5769,2769,CASH,Success,11-06-2023,1356
5770,2770,CARD,Success,27-06-2023,909
5771,2771,CASH,Failed,31-08-2023,315
5772,2772,CARD,Failed,22-01-2023,1563
5773,2773,UPI,Failed,26-07-2023,839
5774,2774,UPI,Failed,24-07-2023,1597
5775,2775,CARD,Success,08-10-2023,1057
5776,2776,CASH,Failed,04-02-2023,1882
5777,2777,CARD,Success,11-06-2023,336
5778,2778,CARD,Failed,05-06-2023,1423
5779,2779,CASH,Failed,13-01-2023,809
5780,2780,UPI,Success,31-12-2023,1522
5781,2781,CARD,Failed,21-10-2023,256
5782,2782,UPI,Success,17-04-2023,1899
5783,2783,CASH,Success,28-02-2023,1610
5784,2784,UPI,Success,22-01-2023,1527
5785,2785,CASH,Failed,25-03-2023,1807
5786,2786,CASH,Success,15-05-2023,815
5787,2787,UPI,Success,22-01-2023,273
5788,2788,UPI,Failed,11-10-2023,1980
5789,2789,CARD,Failed,21-12-2023,665
5790,2790,CASH,Failed,14-06-2023,1596
5791,2791,CASH,Success,16-02-2023,973
5792,2792,UPI,Failed,24-05-2023,1768
5793,2793,UPI,Success,09-02-2023,561
5794,2794,CASH,Success,24-02-2023,842
5795,2795,CASH,Failed,02-06-2023,1136
5796,2796,CASH,Success,22-07-2023,1137
5797,2797,CASH,Failed,22-01-2023,1789
5798,2798,UPI,Success,13-03-2023,506
5799,2799,CASH,Success,24-01-2023,680
5800,2800,CARD,Success,04-07-2023,1691
5801,2801,CARD,Success,17-07-2023,221
5802,2802,CASH,Failed,22-01-2023,1243
5803,2803,UPI,Success,11-04-2023,684
5804,2804,CARD,Success,12-02-2023,1880
5805,2805,CARD,Success,20-05-2023,544
5806,2806,UPI,Success,22-01-2023,356
5807,2807,CASH,Success,10-09-2023,218
5808,2808,CARD,Success,29-05-2023,583
5809,2809,CASH,Success,21-04-2023,1480
5810,2810,CASH,Success,01-07-2023,301
5811,2811,CASH,Failed,15-10-2023,494
5812,2812,CASH,Failed,13-02-2023,1545
5813,2813,CASH,Failed,27-01-2023,1245
5814,2814,CASH,Success,01-02-2023,1034
5815,2815,CASH,Success,21-10-2023,1109
5816,2816,CASH,Success,27-05-2023,1921
5817,2817,UPI,Success,20-11-2023,695
5818,2818,UPI,Failed,05-03-2023,224
5819,2819,CASH,Success,06-09-2023,465
5820,2820,CASH,Success,30-10-2023,1218
5821,2821,CASH,Success,15-09-2023,370
5822,2822,UPI,Success,22-01-2023,820
5823,2823,CASH,Failed,02-08-2023,238
5824,2824,CARD,Failed,15-02-2023,1789
5825,2825,CARD,Success,07-07-2023,575
5826,2826,CARD,Success,15-04-2023,1627
5827,2827,CARD,Success,22-01-2023,1914
5828,2828,CASH,Success,06-05-2023,1626
5829,2829,UPI,Failed,04-03-2023,1978
5830,2830,CASH,Success,09-07-2023,1879
5831,2831,CASH,Failed,22-01-2023,1331
5832,2832,CASH,Failed,28-05-2023,1904
5833,2833,CASH,Success,29-12-2023,768
5834,2834,CARD,Success,13-07-2023,1919
5835,2835,UPI,Success,18-11-2023,1098
5836,2836,UPI,Success,12-01-2023,791
5837,2837,UPI,Success,21-10-2023,1767
5838,2838,CARD,Success,22-01-2023,1376
5839,2839,CARD,Failed,24-07-2023,493
5840,2840,UPI,Success,12-11-2023,1300
5841,2841,UPI,Success,17-08-2023,1359
5842,2842,CARD,Success,11-05-2023,746
5843,2843,CASH,Failed,20-01-2023,1752
5844,2844,UPI,Success,07-04-2023,433
5845,2845,CARD,Failed,24-01-2023,756
5846,2846,CASH,Success,30-12-2023,540
5847,2847,CASH,Failed,22-10-2023,1200
5848,2848,CASH,Failed,07-02-2023,1727
5849,2849,UPI,Success,17-04-2023,1133
5850,2850,UPI,Success,22-01-2023,1873
5851,2851,UPI,Failed,05-04-2023,1898
5852,2852,CASH,Success,08-04-2023,591
5853,2853,UPI,Failed,02-12-2023,1601
5854,2854,CASH,Success,22-11-2023,516
5855,2855,CASH,Failed,25-01-2023,586
5856,2856,UPI,Success,10-10-2023,1630
5857,2857,CASH,Success,15-04-2023,1180
5858,2858,CARD,Success,20-09-2023,1366
5859,2859,CASH,Success,11-05-2023,1647
5860,2860,CASH,Success,22-09-2023,798
5861,2861,CASH,Success,04-10-2023,1443
5862,2862,CASH,Success,19-06-2023,530
5863,2863,CASH,Success,22-01-2023,756
5864,2864,CASH,Success,21-07-2023,723
5865,2865,CARD,Success,22-01-2023,1930
5866,2866,UPI,Success,07-06-2023,1472
5867,2867,UPI,Success,06-03-2023,1351
5868,2868,CASH,Failed,26-01-2023,1822
5869,2869,CASH,Failed,14-05-2023,1515
5870,2870,CARD,Success,18-04-2023,625
5871,2871,UPI,Success,11-09-2023,1979
5872,2872,CASH,Success,15-05-2023,254
5873,2873,CARD,Success,04-04-2023,545
5874,2874,UPI,Success,20-12-2023,1858
5875,2875,CASH,Success,14-02-2023,1264
5876,2876,UPI,Failed,11-10-2023,1573
5877,2877,UPI,Failed,25-09-2023,1962
5878,2878,UPI,Failed,19-01-2023,1187
5879,2879,CASH,Success,15-02-2023,1685
5880,2880,CASH,Failed,24-07-2023,1127
5881,2881,CASH,Success,03-09-2023,418
5882,2882,CASH,Failed,08-09-2023,1004
5883,2883,CASH,Success,12-03-2023,1326
5884,2884,CARD,Success,06-09-2023,1063
5885,2885,CARD,Success,25-11-2023,1506
5886,2886,CARD,Success,14-09-2023,1535
5887,2887,CARD,Failed,06-02-2023,1988
5888,2888,CASH,Failed,18-06-2023,1761
5889,2889,CASH,Success,09-11-2023,1079
5890,2890,CARD,Success,26-04-2023,336
5891,2891,UPI,Success,24-05-2023,415
5892,2892,UPI,Success,02-01-2023,1513
5893,2893,CASH,Success,15-02-2023,962
5894,2894,UPI,Success,16-06-2023,1414
5895,2895,CARD,Success,01-01-2023,493
5896,2896,UPI,Failed,04-05-2023,314
5897,2897,CASH,Success,25-05-2023,1805
5898,2898,CARD,Success,27-11-2023,1810
5899,2899,CARD,Success,10-11-2023,340
5900,2900,CASH,Failed,30-11-2023,782
5901,2901,CARD,Success,18-01-2023,481
5902,2902,CASH,Success,02-08-2023,1927
5903,2903,CASH,Failed,22-04-2023,630
5904,2904,UPI,Success,22-01-2023,1811
5905,2905,CARD,Failed,20-12-2023,1795
5906,2906,UPI,Success,24-07-2023,1479
5907,2907,CASH,Success,09-04-2023,359
5908,2908,CARD,Success,27-09-2023,854
5909,2909,CASH,Success,08-09-2023,1371
5910,2910,CASH,Failed,15-01-2023,1738
5911,2911,UPI,Failed,22-04-2023,420
5912,2912,CARD,Success,10-04-2023,1329
5913,2913,CARD,Success,14-06-2023,1351
5914,2914,UPI,Success,29-04-2023,382
5915,2915,CARD,Success,14-09-2023,591
5916,2916,UPI,Failed,22-08-2023,1511
5917,2917,CASH,Failed,27-03-2023,250
5918,2918,UPI,Success,21-03-2023,247
5919,2919,CARD,Failed,09-07-2023,303
5920,2920,CASH,Success,26-08-2023,671
5921,2921,CARD,Success,21-03-2023,482
5922,2922,UPI,Failed,06-03-2023,1526
5923,2923,CARD,Success,24-07-2023,221
5924,2924,UPI,Success,29-08-2023,345
5925,2925,UPI,Failed,03-07-2023,520
5926,2926,CASH,Success,18-12-2023,282
5927,2927,CARD,Failed,24-06-2023,1666
5928,2928,CASH,Failed,03-02-2023,1265
5929,2929,CASH,Success,09-12-2023,539
5930,2930,CASH,Success,16-06-2023,349
5931,2931,UPI,Failed,22-04-2023,1764
5932,2932,CASH,Success,27-05-2023,802
5933,2933,UPI,Failed,31-10-2023,1834
5934,2934,CARD,Failed,05-04-2023,548
5935,2935,UPI,Failed,04-05-2023,1169
5936,2936,UPI,Success,11-10-2023,666
5937,2937,CARD,Success,11-03-2023,423
5938,2938,CASH,Success,06-05-2023,827
5939,2939,CASH,Success,17-08-2023,323
5940,2940,CASH,Success,02-03-2023,1949
5941,2941,UPI,Success,09-02-2023,1887
5942,2942,CARD,Success,22-01-2023,630
5943,2943,CASH,Success,18-12-2023,1497
5944,2944,CASH,Success,31-07-2023,252
5945,2945,UPI,Success,19-06-2023,1862
5946,2946,CASH,Success,13-04-2023,1529
5947,2947,CASH,Failed,28-11-2023,1532
5948,2948,CASH,Success,09-12-2023,1555
5949,2949,CASH,Success,22-01-2023,961
5950,2950,UPI,Success,28-04-2023,1191
5951,2951,CARD,Success,22-09-2023,1321
5952,2952,CASH,Success,29-10-2023,1024
5953,2953,CARD,Success,15-05-2023,396
5954,2954,CASH,Success,22-01-2023,968
5955,2955,CASH,Success,05-02-2023,341
5956,2956,CASH,Success,09-09-2023,439
5957,2957,UPI,Failed,16-12-2023,218
5958,2958,UPI,Failed,08-11-2023,659
5959,2959,CARD,Success,22-01-2023,300
5960,2960,CARD,Success,21-04-2023,202
5961,2961,CASH,Success,07-07-2023,512
5962,2962,CASH,Success,18-10-2023,298
5963,2963,UPI,Failed,06-02-2023,1913
5964,2964,CASH,Success,11-08-2023,637
5965,2965,CARD,Success,15-06-2023,1777
5966,2966,UPI,Success,22-01-2023,369
5967,2967,CARD,Success,03-05-2023,1336
5968,2968,CARD,Success,15-08-2023,1645
5969,2969,UPI,Success,22-01-2023,1401
5970,2970,CASH,Success,22-01-2023,1692
5971,2971,UPI,Success,01-04-2023,863
5972,2972,CASH,Failed,19-04-2023,1537
5973,2973,CASH,Success,10-05-2023,1818
5974,2974,UPI,Success,26-11-2023,546
5975,2975,UPI,Success,09-01-2023,1559
5976,2976,CARD,Success,23-08-2023,771
5977,2977,CARD,Success,22-01-2023,1303
5978,2978,CARD,Success,29-06-2023,1379
5979,2979,CASH,Success,05-09-2023,1363
5980,2980,CARD,Success,16-04-2023,1438
5981,2981,CASH,Success,07-12-2023,847
5982,2982,CARD,Success,13-02-2023,626
5983,2983,CASH,Failed,19-07-2023,1944
5984,2984,CARD,Success,29-12-2023,1528
5985,2985,CASH,Success,11-01-2023,993
5986,2986,CASH,Success,09-10-2023,948
5987,2987,CASH,Failed,19-06-2023,482
5988,2988,CASH,Failed,21-08-2023,1768
5989,2989,UPI,Success,07-12-2023,483
5990,2990,CASH,Failed,02-07-2023,218
5991,2991,CASH,Success,19-06-2023,1780
5992,2992,UPI,Success,21-08-2023,1917
5993,2993,CARD,Success,04-01-2023,1152
5994,2994,UPI,Failed,22-01-2023,1871
5995,2995,CARD,Success,22-01-2023,1931
5996,2996,UPI,Failed,22-01-2023,483
5997,2997,CASH,Failed,19-03-2023,466
5998,2998,CARD,Success,12-07-2023,677
5999,2999,CARD,Success,19-07-2023,1541
6000,3000,CASH,Success,22-01-2023,1967
6001,3001,UPI,Failed,10-12-2023,1269
6002,3002,CASH,Failed,11-03-2023,225
6003,3003,CASH,Success,21-02-2023,1433
6004,3004,CARD,Failed,06-04-2023,624
6005,3005,CARD,Success,14-08-2023,1655
6006,3006,CASH,Success,06-05-2023,337
6007,3007,CASH,Failed,13-07-2023,595
6008,3008,UPI,Success,03-02-2023,274
6009,3009,UPI,Success,31-07-2023,1043
6010,3010,CASH,Failed,02-09-2023,1312
6011,3011,UPI,Success,05-03-2023,817
6012,3012,CASH,Success,06-06-2023,300
6013,3013,CARD,Failed,13-04-2023,1573
6014,3014,CASH,Success,26-12-2023,334
6015,3015,CASH,Failed,22-01-2023,985
6016,3016,CARD,Success,14-05-2023,696
6017,3017,UPI,Success,05-02-2023,1164
6018,3018,UPI,Success,03-02-2023,383
6019,3019,UPI,Failed,19-09-2023,319
6020,3020,CASH,Failed,22-01-2023,386
6021,3021,CARD,Success,05-11-2023,1145
6022,3022,CASH,Success,18-09-2023,1787
6023,3023,CASH,Success,15-02-2023,380
6024,3024,CARD,Success,22-01-2023,1755
6025,3025,UPI,Success,14-09-2023,1299
6026,3026,UPI,Success,04-02-2023,441
6027,3027,UPI,Failed,04-01-2023,1492
6028,3028,CARD,Success,11-04-2023,1491
6029,3029,CASH,Success,25-03-2023,1887
6030,3030,CASH,Failed,11-04-2023,631
6031,3031,CASH,Success,26-03-2023,205
6032,3032,UPI,Success,26-06-2023,1204
6033,3033,CARD,Failed,17-04-2023,1559
6034,3034,CARD,Success,03-01-2023,1160
6035,3035,CASH,Failed,30-11-2023,1174
6036,3036,CARD,Success,20-07-2023,418
6037,3037,CASH,Success,22-01-2023,1370
6038,3038,CASH,Success,19-07-2023,317
6039,3039,UPI,Success,24-01-2023,1661
6040,3040,CASH,Success,14-11-2023,1052
6041,3041,UPI,Success,29-08-2023,664
6042,3042,UPI,Success,16-05-2023,1586
6043,3043,UPI,Failed,22-04-2023,201
6044,3044,CASH,Failed,07-01-2023,253
6045,3045,CASH,Failed,04-01-2023,1777
6046,3046,UPI,Success,06-06-2023,1472
6047,3047,CARD,Success,19-09-2023,1784
6048,3048,CARD,Success,17-08-2023,534
6049,3049,CASH,Success,20-06-2023,1005
6050,3050,CARD,Success,11-08-2023,1394
6051,3051,CASH,Success,07-12-2023,1965
6052,3052,CASH,Success,11-09-2023,1715
6053,3053,CASH,Success,07-06-2023,249
6054,3054,CARD,Failed,12-03-2023,1680
6055,3055,CARD,Success,03-01-2023,1357
6056,3056,CASH,Success,21-07-2023,1486
6057,3057,CARD,Failed,13-08-2023,454
6058,3058,CASH,Success,01-08-2023,1824
6059,3059,CASH,Failed,26-03-2023,332
6060,3060,CASH,Failed,22-01-2023,1302
6061,3061,UPI,Success,22-01-2023,223
6062,3062,CASH,Success,18-07-2023,233
6063,3063,CARD,Failed,09-06-2023,307
6064,3064,CARD,Success,25-10-2023,573
6065,3065,CASH,Success,22-01-2023,1555
6066,3066,CASH,Success,23-08-2023,1901
6067,3067,CASH,Success,01-11-2023,1944
6068,3068,UPI,Success,16-03-2023,1589
6069,3069,CARD,Success,18-06-2023,1461
6070,3070,UPI,Success,17-09-2023,1607
6071,3071,CASH,Failed,07-03-2023,758
6072,3072,CASH,Success,05-10-2023,1763
6073,3073,CASH,Success,22-01-2023,1309
6074,3074,CASH,Success,04-01-2023,901
6075,3075,CASH,Success,25-10-2023,1243
6076,3076,CASH,Failed,19-08-2023,481
6077,3077,UPI,Success,11-05-2023,1316
6078,3078,UPI,Success,31-05-2023,743
6079,3079,CASH,Success,12-08-2023,221
6080,3080,UPI,Failed,15-10-2023,1065
6081,3081,UPI,Failed,20-12-2023,1798
6082,3082,CARD,Success,20-08-2023,375
6083,3083,CARD,Failed,07-08-2023,930
6084,3084,UPI,Success,05-04-2023,888
6085,3085,CASH,Success,23-11-2023,1100
6086,3086,CARD,Success,22-01-2023,1797
6087,3087,CASH,Failed,30-11-2023,1874
6088,3088,CARD,Success,14-07-2023,1842
6089,3089,CASH,Success,07-04-2023,1022
6090,3090,CASH,Success,26-01-2023,444
6091,3091,CARD,Failed,22-01-2023,1003
6092,3092,UPI,Failed,14-09-2023,1046
6093,3093,CARD,Success,03-09-2023,1702
6094,3094,CARD,Failed,02-02-2023,1678
6095,3095,CASH,Failed,30-12-2023,1977
6096,3096,UPI,Success,24-07-2023,889
6097,3097,CASH,Success,02-11-2023,1939
6098,3098,CARD,Success,27-04-2023,426
6099,3099,CASH,Success,22-01-2023,1988
6100,3100,CARD,Success,05-05-2023,1301
6101,3101,UPI,Success,29-01-2023,424
6102,3102,UPI,Failed,02-10-2023,1557
6103,3103,CARD,Success,17-02-2023,1188
6104,3104,CASH,Failed,19-04-2023,1997
6105,3105,UPI,Failed,23-01-2023,1226
6106,3106,CASH,Failed,02-09-2023,696
6107,3107,CASH,Success,28-05-2023,1743
6108,3108,UPI,Success,18-01-2023,806
6109,3109,UPI,Success,01-08-2023,493
6110,3110,CASH,Failed,20-07-2023,1479
6111,3111,CASH,Success,06-02-2023,1191
6112,3112,CASH,Failed,09-06-2023,1093
6113,3113,UPI,Failed,03-02-2023,856
6114,3114,CARD,Success,31-05-2023,1156
6115,3115,CASH,Failed,01-09-2023,461
6116,3116,UPI,Success,09-09-2023,1913
6117,3117,CASH,Success,07-01-2023,1108
6118,3118,CASH,Success,27-06-2023,1740
6119,3119,CARD,Success,09-03-2023,206
6120,3120,CASH,Failed,18-02-2023,226
6121,3121,CARD,Success,27-11-2023,1658
6122,3122,UPI,Success,31-07-2023,542
6123,3123,CASH,Success,01-09-2023,1450
6124,3124,CASH,Success,17-02-2023,826
6125,3125,UPI,Failed,03-05-2023,1598
6126,3126,CASH,Failed,30-11-2023,1610
6127,3127,CARD,Success,25-10-2023,792
6128,3128,CASH,Success,07-07-2023,678
6129,3129,UPI,Success,03-11-2023,888
6130,3130,UPI,Failed,07-10-2023,682
6131,3131,CASH,Failed,23-05-2023,1979
6132,3132,CASH,Failed,18-10-2023,282
6133,3133,CARD,Success,13-09-2023,1614
6134,3134,CASH,Success,04-10-2023,446
6135,3135,UPI,Success,18-09-2023,503
6136,3136,CASH,Failed,02-07-2023,1356
6137,3137,CASH,Success,17-09-2023,1497
6138,3138,CASH,Success,25-05-2023,1204
6139,3139,CASH,Success,22-10-2023,1724
6140,3140,CASH,Success,17-07-2023,1651
6141,3141,CASH,Success,01-05-2023,1102
6142,3142,UPI,Success,14-03-2023,1542
6143,3143,CARD,Success,21-09-2023,1529
6144,3144,CASH,Success,24-09-2023,1874
6145,3145,UPI,Success,15-06-2023,1151
6146,3146,CASH,Success,11-07-2023,521
6147,3147,CASH,Success,04-04-2023,525
6148,3148,UPI,Failed,04-12-2023,587
6149,3149,CASH,Success,22-07-2023,1811
6150,3150,CASH,Failed,16-01-2023,682
6151,3151,CARD,Success,31-08-2023,1558
6152,3152,CASH,Success,28-02-2023,804
6153,3153,UPI,Success,18-04-2023,1287
6154,3154,CARD,Success,15-03-2023,910
6155,3155,CARD,Success,25-06-2023,674
6156,3156,CASH,Failed,31-01-2023,1248
6157,3157,UPI,Success,05-03-2023,1662
6158,3158,CARD,Failed,29-03-2023,1476
6159,3159,CARD,Failed,29-01-2023,1498
6160,3160,UPI,Success,02-12-2023,855
6161,3161,CARD,Success,30-01-2023,1041
6162,3162,UPI,Success,23-09-2023,1314
6163,3163,CASH,Success,12-06-2023,900
6164,3164,CASH,Success,05-08-2023,1628
6165,3165,CASH,Success,26-12-2023,1622
6166,3166,CARD,Failed,10-01-2023,651
6167,3167,CASH,Success,22-01-2023,1961
6168,3168,CASH,Success,02-02-2023,799
6169,3169,CASH,Success,27-07-2023,1464
6170,3170,CASH,Failed,19-11-2023,595
6171,3171,UPI,Success,07-11-2023,518
6172,3172,CARD,Failed,05-10-2023,1736
6173,3173,UPI,Failed,02-04-2023,1348
6174,3174,CASH,Success,12-12-2023,1150
6175,3175,CASH,Success,30-05-2023,349
6176,3176,UPI,Success,15-12-2023,361
6177,3177,CARD,Success,15-03-2023,624
6178,3178,CASH,Failed,23-06-2023,1092
6179,3179,UPI,Success,22-01-2023,1718
6180,3180,CARD,Success,03-10-2023,693
6181,3181,UPI,Success,22-01-2023,1710
6182,3182,CASH,Success,12-10-2023,951
6183,3183,UPI,Failed,24-06-2023,950
6184,3184,CARD,Success,21-04-2023,1679
6185,3185,CASH,Success,24-09-2023,1208
6186,3186,CASH,Success,03-09-2023,438
6187,3187,CARD,Success,16-06-2023,993
6188,3188,UPI,Success,03-07-2023,1857
6189,3189,CASH,Success,13-03-2023,806
6190,3190,CARD,Failed,10-10-2023,1226
6191,3191,CASH,Success,09-11-2023,1382
6192,3192,CARD,Success,29-08-2023,1008
6193,3193,CARD,Failed,18-12-2023,1545
6194,3194,CASH,Success,19-06-2023,676
6195,3195,CASH,Success,28-03-2023,1313
6196,3196,UPI,Failed,17-03-2023,1842
6197,3197,UPI,Success,22-05-2023,1518
6198,3198,CASH,Failed,22-01-2023,1993
6199,3199,CARD,Success,15-11-2023,843
6200,3200,UPI,Success,14-07-2023,620
6201,3201,CASH,Success,22-01-2023,1038
6202,3202,CASH,Success,27-01-2023,1573
6203,3203,CASH,Success,22-01-2023,264
6204,3204,CASH,Success,11-05-2023,1288
6205,3205,CARD,Success,16-02-2023,513
6206,3206,CARD,Success,26-02-2023,889
6207,3207,UPI,Failed,25-01-2023,241
6208,3208,UPI,Failed,11-07-2023,773
6209,3209,UPI,Success,30-11-2023,1547
6210,3210,CASH,Success,12-12-2023,203
6211,3211,UPI,Success,08-10-2023,359
6212,3212,UPI,Failed,13-06-2023,1707
6213,3213,CASH,Failed,14-09-2023,1685
6214,3214,CASH,Failed,18-10-2023,1681
6215,3215,UPI,Success,06-07-2023,403
6216,3216,CASH,Failed,14-05-2023,883
6217,3217,CARD,Success,22-01-2023,1341
6218,3218,CASH,Success,23-07-2023,1480
