order_id,customer_id,restaurant_id,order_date,order_time,order_status,Order_day,order_hour,delivery_time_minutes,total_amount
2388,1839,318,2023-09-12,12:15,Delivered,Tuesday,12,68,1920
2389,1517,373,2023-11-14,15:45,Cancelled,Tuesday,15,46,1352
2390,1430,366,2023-03-21,17:15,Cancelled,Tuesday,17,67,459
2391,1084,349,2023-05-01,19:45,Delivered,Monday,19,56,1583
2392,1214,385,2023-06-26,20:45,Delivered,Monday,20,62,734
2393,1779,389,2023-09-02,17:45,Delivered,Saturday,17,30,912
2394,2138,303,2023-01-24,14:15,Delivered,Tuesday,14,24,1005
2395,1131,335,2023-10-23,13:45,Delivered,Monday,13,47,1360
2396,2442,356,2023-12-16,11:15,Delivered,Saturday,11,22,1049
2397,1599,328,2023-09-16,17:15,Delivered,Saturday,17,56,1140
2398,2059,358,2023-06-22,20:15,Delivered,Thursday,20,20,1834
2399,1242,352,2023-01-29,13:30,Delivered,Sunday,13,61,1799
2400,1897,368,2023-01-04,12:00,Cancelled,Wednesday,12,42,1839
2401,1365,367,2023-11-20,16:30,Delivered,Monday,16,70,514
2402,2267,304,2023-07-16,21:30,Delivered,Sunday,21,64,360
2403,1519,358,2023-09-12,21:30,Delivered,Tuesday,21,30,1103
2404,1473,352,2023-12-26,22:30,Cancelled,Tuesday,22,50,860
2405,1656,371,2023-09-28,15:00,Delivered,Thursday,15,41,812
2406,2149,328,2023-09-04,20:45,Cancelled,Monday,20,39,1000
2407,2110,393,2023-11-27,16:45,Delivered,Monday,16,45,1503
2408,1907,400,2023-08-11,14:30,Delivered,Friday,14,62,1019
2409,2107,361,2023-09-12,10:15,Delivered,Tuesday,10,36,1074
2410,2298,330,2023-01-08,21:15,Delivered,Sunday,21,48,522
2411,2024,391,2023-03-13,11:15,Delivered,Monday,11,33,1353
2412,1570,302,2023-06-19,21:30,Cancelled,Monday,21,33,1907
2413,1297,345,2023-06-21,22:30,Cancelled,Wednesday,22,26,848
2414,1161,379,2023-07-07,21:15,Delivered,Friday,21,30,1292
2415,2048,387,2023-10-31,19:15,Cancelled,Tuesday,19,29,1611
2416,1751,375,2023-02-09,13:00,Delivered,Thursday,13,51,1561
2417,1309,349,2023-05-07,21:15,Cancelled,Sunday,21,44,1845
2418,1464,342,2023-07-16,20:15,Cancelled,Sunday,20,47,1146
2419,2307,386,2023-07-04,11:00,Cancelled,Tuesday,11,50,415
2420,1852,389,2023-06-09,16:45,Cancelled,Friday,16,32,717
2421,1649,326,2023-05-13,19:45,Cancelled,Saturday,19,45,741
2422,1164,333,2023-04-17,17:00,Delivered,Monday,17,45,1796
2423,1924,397,2023-11-23,13:15,Cancelled,Thursday,13,50,1624
2424,1788,309,2023-10-05,19:30,Delivered,Thursday,19,29,1434
2425,1646,361,2023-09-12,20:15,Delivered,Tuesday,20,20,1192
2426,1479,399,2023-07-26,16:30,Delivered,Wednesday,16,60,1086
2427,1243,381,2023-05-03,14:45,Cancelled,Wednesday,14,46,1746
2428,1138,372,2023-09-12,13:30,Delivered,Tuesday,13,49,1066
2429,1092,344,2023-02-24,19:00,Delivered,Friday,19,51,1498
2430,1961,386,2023-03-14,18:45,Delivered,Tuesday,18,66,1748
2431,2136,397,2023-09-12,13:45,Delivered,Tuesday,13,63,378
2432,1535,392,2023-04-27,16:00,Cancelled,Thursday,16,36,1335
2433,2473,359,2023-04-07,12:30,Cancelled,Friday,12,37,1297
2434,1087,305,2023-09-21,15:15,Delivered,Thursday,15,40,1948
2435,2317,330,2023-08-08,10:30,Delivered,Tuesday,10,54,540
2436,1966,301,2023-11-01,20:45,Delivered,Wednesday,20,39,1580
2437,2289,302,2023-06-07,18:30,Delivered,Wednesday,18,45,1254
2438,1545,399,2023-01-02,21:15,Delivered,Monday,21,53,1590
2439,1289,333,2023-08-21,18:15,Delivered,Monday,18,65,667
2440,2421,399,2023-09-01,17:30,Delivered,Friday,17,62,1945
2441,1423,364,2023-06-17,21:15,Delivered,Saturday,21,21,1969
2442,1609,316,2023-05-02,18:30,Delivered,Tuesday,18,56,1709
2443,2486,391,2023-06-08,19:45,Delivered,Thursday,19,57,1560
2444,1040,369,2023-08-02,15:15,Cancelled,Wednesday,15,34,539
2445,2370,303,2023-01-16,20:15,Cancelled,Monday,20,46,1873
2446,1498,301,2023-08-16,19:15,Delivered,Wednesday,19,69,1663
2447,1160,301,2023-04-14,16:45,Delivered,Friday,16,33,1593
2448,1498,315,2023-09-10,19:00,Delivered,Sunday,19,20,619
2449,1566,380,2023-08-16,15:00,Delivered,Wednesday,15,22,1705
2450,1624,385,2023-08-16,17:15,Cancelled,Wednesday,17,55,865
2451,1739,398,2023-09-30,17:00,Delivered,Saturday,17,36,1181
2452,1124,398,2023-06-09,20:00,Delivered,Friday,20,58,859
2453,1934,385,2023-10-16,14:45,Delivered,Monday,14,22,1091
2454,1078,334,2023-12-16,21:30,Delivered,Saturday,21,51,1700
2455,1788,389,2023-05-26,11:15,Cancelled,Friday,11,32,307
2456,2268,328,2023-04-05,12:45,Delivered,Wednesday,12,45,227
2457,1499,392,2023-08-16,19:45,Delivered,Wednesday,19,32,1776
2458,2479,301,2023-08-16,12:45,Cancelled,Wednesday,12,54,1217
2459,2464,388,2023-10-30,20:15,Cancelled,Monday,20,38,1707
2460,1598,388,2023-01-27,12:30,Delivered,Friday,12,63,320
2461,2206,395,2023-08-30,22:30,Delivered,Wednesday,22,34,218
2462,1639,325,2023-08-16,13:00,Delivered,Wednesday,13,34,1653
2463,1952,351,2023-07-18,19:30,Delivered,Tuesday,19,30,728
2464,1502,316,2023-02-06,11:00,Delivered,Monday,11,45,1168
2465,1051,301,2023-02-06,21:30,Cancelled,Monday,21,45,1370
2466,2250,345,2023-02-06,18:30,Delivered,Monday,18,44,259
2467,1987,373,2023-06-14,10:00,Cancelled,Wednesday,10,40,1698
2468,1224,369,2023-02-01,19:00,Cancelled,Wednesday,19,33,230
2469,1378,375,2023-11-18,20:30,Delivered,Saturday,20,29,1518
2470,1068,313,2023-03-07,21:00,Delivered,Tuesday,21,56,1148
2471,1819,312,2023-02-13,15:00,Cancelled,Monday,15,35,1751
2472,1398,355,2023-04-04,17:00,Cancelled,Tuesday,17,35,508
2473,1313,351,2023-10-22,13:30,Cancelled,Sunday,13,37,475
2474,2105,329,2023-04-11,12:15,Delivered,Tuesday,12,68,1069
2475,1589,341,2023-04-16,21:45,Delivered,Sunday,21,58,1531
2476,1623,388,2023-02-06,13:45,Cancelled,Monday,13,63,1083
2477,1233,338,2023-10-27,22:45,Cancelled,Friday,22,54,219
2478,2198,366,2023-03-15,11:45,Cancelled,Wednesday,11,41,1126
2479,2490,381,2023-01-09,12:45,Cancelled,Monday,12,45,1802
2480,1358,321,2023-05-21,22:15,Cancelled,Sunday,22,37,968
2481,2216,399,2023-05-04,22:00,Delivered,Thursday,22,54,681
2482,2165,339,2023-02-02,14:15,Delivered,Thursday,14,45,1394
2483,2353,394,2023-06-22,10:15,Delivered,Thursday,10,51,1822
2484,1676,389,2023-08-09,22:45,Delivered,Wednesday,22,32,1876
2485,2063,392,2023-05-20,19:00,Delivered,Saturday,19,55,373
2486,1715,346,2023-07-30,15:15,Cancelled,Sunday,15,55,1166
2487,1415,365,2023-12-01,15:00,Delivered,Friday,15,68,1715
2488,2126,363,2023-11-06,12:00,Cancelled,Monday,12,36,1765
2489,2474,324,2023-12-13,19:30,Delivered,Wednesday,19,35,1835
2490,2090,386,2023-06-28,13:45,Cancelled,Wednesday,13,56,765
2491,1673,326,2023-11-28,18:15,Delivered,Tuesday,18,66,226
2492,1960,398,2023-06-26,18:45,Cancelled,Monday,18,57,1716
2493,2482,358,2023-06-18,18:00,Delivered,Sunday,18,38,1474
2494,2011,350,2023-01-27,21:45,Cancelled,Friday,21,37,623
2495,2019,334,2023-04-15,12:15,Cancelled,Saturday,12,27,479
2496,1844,311,2023-02-06,15:30,Delivered,Monday,15,47,1144
2497,2057,328,2023-02-06,19:15,Delivered,Monday,19,45,837
2498,2412,338,2023-03-25,14:30,Delivered,Saturday,14,37,828
2499,2119,374,2023-03-02,18:30,Delivered,Thursday,18,22,1223
2500,2395,353,2023-08-20,17:15,Cancelled,Sunday,17,50,329
2501,1150,344,2023-09-15,18:15,Cancelled,Friday,18,50,1326
2502,2471,353,2023-07-16,13:45,Delivered,Sunday,13,56,1776
2503,2176,399,2023-11-20,19:15,Cancelled,Monday,19,23,247
2504,2039,314,2023-08-14,20:15,Cancelled,Monday,20,28,929
2505,2361,367,2023-08-03,18:45,Delivered,Thursday,18,37,769
2506,1556,366,2023-12-15,19:45,Delivered,Friday,19,28,1769
2507,1843,331,2023-01-02,20:30,Cancelled,Monday,20,45,1870
2508,1803,338,2023-10-24,18:30,Cancelled,Tuesday,18,35,1867
2509,2304,361,2023-12-08,16:00,Delivered,Friday,16,67,393
2510,1541,362,2023-04-15,14:00,Delivered,Saturday,14,55,1118
2511,1905,373,2023-08-05,21:45,Delivered,Saturday,21,23,1871
2512,1256,331,2023-04-22,19:00,Delivered,Saturday,19,41,594
2513,1566,309,2023-11-09,13:45,Cancelled,Thursday,13,38,752
2514,1618,353,2023-03-31,13:00,Delivered,Friday,13,42,1630
2515,2259,329,2023-10-16,11:45,Cancelled,Monday,11,20,289
2516,2478,361,2023-09-06,21:30,Delivered,Wednesday,21,35,1500
2517,1056,363,2023-07-27,18:15,Cancelled,Thursday,18,58,563
2518,2306,387,2023-02-06,21:00,Delivered,Monday,21,66,806
2519,2432,316,2023-07-02,16:30,Delivered,Sunday,16,60,1248
2520,1863,350,2023-02-22,19:45,Cancelled,Wednesday,19,56,1490
2521,1021,338,2023-11-08,20:15,Cancelled,Wednesday,20,45,445
2522,1340,323,2023-05-14,22:45,Cancelled,Sunday,22,45,1994
2523,2133,313,2023-03-22,19:45,Delivered,Wednesday,19,43,737
2524,2272,355,2023-04-12,18:15,Cancelled,Wednesday,18,30,942
2525,1193,353,2023-02-06,15:00,Cancelled,Monday,15,43,1669
2526,1492,372,2023-09-01,17:15,Delivered,Friday,17,55,439
2527,1920,381,2023-06-11,16:00,Cancelled,Sunday,16,45,1263
2528,2427,327,2023-03-24,12:45,Delivered,Friday,12,51,229
2529,1030,349,2023-06-04,20:30,Cancelled,Sunday,20,57,1663
2530,1221,388,2023-06-18,17:15,Delivered,Sunday,17,65,1590
2531,1658,315,2023-01-21,11:45,Delivered,Saturday,11,67,1676
2532,1152,340,2023-02-06,19:30,Delivered,Monday,19,39,1690
2533,1886,336,2023-03-29,10:30,Cancelled,Wednesday,10,33,1209
2534,1862,375,2023-08-17,14:30,Delivered,Thursday,14,56,1901
2535,1158,375,2023-09-24,22:00,Cancelled,Sunday,22,51,1784
2536,1485,329,2023-04-11,12:30,Delivered,Tuesday,12,48,1341
2537,2147,350,2023-04-30,10:30,Cancelled,Sunday,10,34,349
2538,2035,337,2023-11-27,18:45,Delivered,Monday,18,26,1511
2539,1832,393,2023-09-19,21:45,Cancelled,Tuesday,21,63,289
2540,2342,397,2023-12-01,14:15,Delivered,Friday,14,46,1799
2541,2469,312,2023-01-08,19:30,Delivered,Sunday,19,23,535
2542,1805,308,2023-07-30,14:00,Delivered,Sunday,14,37,1629
2543,1764,317,2023-03-23,14:15,Cancelled,Thursday,14,60,1925
2544,2031,305,2023-10-23,17:30,Delivered,Monday,17,55,1255
2545,2030,400,2023-03-16,18:30,Delivered,Thursday,18,23,1345
2546,1831,370,2023-11-06,14:15,Cancelled,Monday,14,21,857
2547,1259,306,2023-04-30,22:45,Cancelled,Sunday,22,67,780
2548,1453,353,2023-02-11,22:00,Cancelled,Saturday,22,36,934
2549,1699,308,2023-11-21,19:45,Cancelled,Tuesday,19,32,1331
2550,2302,394,2023-08-02,16:45,Delivered,Wednesday,16,31,267
2551,2383,302,2023-02-16,20:00,Cancelled,Thursday,20,63,1371
2552,1214,338,2023-06-19,17:15,Cancelled,Monday,17,64,1279
2553,1462,311,2023-01-03,17:15,Delivered,Tuesday,17,40,1163
2554,1987,355,2023-08-26,11:00,Cancelled,Saturday,11,40,254
2555,2076,384,2023-02-06,17:30,Delivered,Monday,17,24,1143
2556,2328,353,2023-05-04,18:00,Cancelled,Thursday,18,26,1283
2557,2471,303,2023-05-23,22:45,Cancelled,Tuesday,22,64,1719
2558,2488,349,2023-06-05,17:15,Cancelled,Monday,17,70,383
2559,1924,342,2023-11-17,13:15,Delivered,Friday,13,62,1285
2560,1183,324,2023-02-06,13:30,Cancelled,Monday,13,29,1409
2561,2107,312,2023-03-10,18:15,Cancelled,Friday,18,39,1898
2562,2320,354,2023-11-19,15:45,Delivered,Sunday,15,54,1850
2563,1278,385,2023-08-08,14:30,Delivered,Tuesday,14,45,384
2564,1155,301,2023-01-27,13:30,Cancelled,Friday,13,45,1280
2565,1903,361,2023-02-21,16:00,Delivered,Tuesday,16,26,388
2566,1048,327,2023-10-27,10:30,Cancelled,Friday,10,35,510
2567,2463,379,2023-11-07,17:30,Delivered,Tuesday,17,39,1065
2568,1935,327,2023-07-16,19:15,Cancelled,Sunday,19,30,1664
2569,1338,325,2023-01-10,12:00,Cancelled,Tuesday,12,48,544
2570,2021,302,2023-09-14,13:15,Delivered,Thursday,13,33,1734
2571,1294,369,2023-11-12,12:15,Cancelled,Sunday,12,58,1156
2572,1448,311,2023-02-06,11:30,Delivered,Monday,11,53,260
2573,1146,305,2023-01-07,10:30,Cancelled,Saturday,10,64,479
2574,1427,361,2023-10-02,10:00,Delivered,Monday,10,49,438
2575,1789,385,2023-08-02,12:30,Cancelled,Wednesday,12,70,1447
2576,1715,367,2023-02-06,21:00,Cancelled,Monday,21,67,701
2577,1113,345,2023-01-21,16:30,Delivered,Saturday,16,38,1563
2578,2122,385,2023-02-06,10:45,Cancelled,Monday,10,60,1135
2579,2274,357,2023-05-14,22:15,Delivered,Sunday,22,70,1663
2580,1441,348,2023-07-30,12:30,Delivered,Sunday,12,23,1922
2581,1789,390,2023-11-06,21:45,Cancelled,Monday,21,45,1460
2582,2367,362,2023-05-17,10:45,Delivered,Wednesday,10,57,1723
2583,2081,369,2023-09-13,22:15,Delivered,Wednesday,22,45,515
2584,1621,323,2023-05-31,14:45,Cancelled,Wednesday,14,21,1733
2585,2073,368,2023-02-15,19:45,Cancelled,Wednesday,19,24,1933
2586,1570,392,2023-01-16,13:00,Delivered,Monday,13,66,1350
2587,1929,308,2023-02-21,10:00,Delivered,Tuesday,10,34,1675
2588,2075,377,2023-12-02,19:30,Cancelled,Saturday,19,39,372
2589,1089,356,2023-01-14,10:45,Delivered,Saturday,10,61,1142
2590,1313,351,2023-01-09,17:45,Delivered,Monday,17,56,1269
2591,1021,316,2023-09-10,14:00,Delivered,Sunday,14,64,914
2592,1044,364,2023-02-24,11:15,Delivered,Friday,11,24,1989
2593,2059,344,2023-02-06,14:30,Delivered,Monday,14,50,223
2594,1598,385,2023-11-17,14:00,Delivered,Friday,14,63,374
2595,1933,382,2023-01-09,18:15,Delivered,Monday,18,32,1730
2596,1396,336,2023-07-16,20:45,Delivered,Sunday,20,25,709
2597,2440,301,2023-02-25,11:00,Cancelled,Saturday,11,32,592
2598,2311,378,2023-08-08,12:00,Delivered,Tuesday,12,58,644
2599,1602,352,2023-11-16,15:15,Delivered,Thursday,15,45,1952
2600,1365,393,2023-06-18,19:00,Delivered,Sunday,19,65,1477
2601,1445,308,2023-06-06,15:00,Delivered,Tuesday,15,23,1172
2602,1800,376,2023-12-08,19:00,Cancelled,Friday,19,53,970
2603,1665,329,2023-09-11,12:45,Delivered,Monday,12,33,1576
2604,2342,350,2023-10-26,17:30,Delivered,Thursday,17,66,785
2605,1737,357,2023-08-29,19:30,Cancelled,Tuesday,19,64,1924
2606,1719,333,2023-06-18,21:45,Delivered,Sunday,21,24,1303
2607,1353,306,2023-08-15,19:45,Delivered,Tuesday,19,45,1032
2608,1819,340,2023-03-31,15:45,Cancelled,Friday,15,52,421
2609,2184,352,2023-11-09,14:30,Delivered,Thursday,14,36,1735
2610,1597,305,2023-05-29,21:45,Delivered,Monday,21,67,1277
2611,1360,342,2023-11-21,13:30,Delivered,Tuesday,13,70,902
2612,1317,398,2023-06-30,19:45,Delivered,Friday,19,33,1758
2613,1266,326,2023-06-18,11:45,Delivered,Sunday,11,45,1840
2614,2050,389,2023-11-10,15:00,Delivered,Friday,15,22,265
2615,2053,303,2023-08-03,18:30,Delivered,Thursday,18,36,1085
2616,1858,377,2023-10-24,10:30,Delivered,Tuesday,10,37,1468
2617,2275,355,2023-09-10,10:00,Delivered,Sunday,10,45,969
2618,1409,362,2023-04-24,11:00,Delivered,Monday,11,70,1398
2619,1415,344,2023-10-11,17:45,Delivered,Wednesday,17,48,1713
2620,1717,372,2023-02-07,21:15,Cancelled,Tuesday,21,42,315
2621,1912,389,2023-09-28,12:00,Cancelled,Thursday,12,59,552
2622,2165,390,2023-02-16,11:30,Delivered,Thursday,11,41,1372
2623,1527,391,2023-08-20,16:30,Cancelled,Sunday,16,55,1494
2624,2191,362,2023-06-18,22:00,Delivered,Sunday,22,53,268
2625,1311,350,2023-04-28,18:30,Cancelled,Friday,18,60,1478
2626,2075,367,2023-06-18,22:00,Cancelled,Sunday,22,24,1508
2627,1239,319,2023-09-24,15:00,Delivered,Sunday,15,21,1559
2628,1671,350,2023-01-10,15:00,Delivered,Tuesday,15,65,1577
2629,1951,353,2023-04-25,13:30,Cancelled,Tuesday,13,36,1736
2630,2489,348,2023-06-18,20:30,Cancelled,Sunday,20,42,1053
2631,1504,355,2023-06-18,17:45,Cancelled,Sunday,17,43,500
2632,1322,311,2023-09-25,10:45,Delivered,Monday,10,70,1301
2633,1656,334,2023-12-23,20:45,Cancelled,Saturday,20,28,685
2634,1672,393,2023-06-13,18:00,Delivered,Tuesday,18,31,1476
2635,2108,394,2023-10-15,22:30,Cancelled,Sunday,22,21,1382
2636,1781,340,2023-12-18,17:30,Delivered,Monday,17,49,200
2637,2171,315,2023-10-27,19:30,Delivered,Friday,19,40,1368
2638,1097,315,2023-12-21,13:30,Cancelled,Thursday,13,40,778
2639,1681,349,2023-11-27,11:45,Delivered,Monday,11,39,690
2640,1203,318,2023-07-07,16:15,Delivered,Friday,16,43,1182
2641,2025,345,2023-09-26,20:00,Delivered,Tuesday,20,52,1866
2642,2358,359,2023-11-27,11:15,Delivered,Monday,11,43,1305
2643,2262,363,2023-11-04,21:45,Delivered,Saturday,21,45,1839
2644,2456,317,2023-12-26,18:00,Delivered,Tuesday,18,49,591
2645,1019,373,2023-06-16,15:30,Delivered,Friday,15,23,1169
2646,1718,352,2023-07-12,20:30,Cancelled,Wednesday,20,69,633
2647,1824,370,2023-06-10,22:45,Delivered,Saturday,22,38,1321
2648,1760,397,2023-12-02,13:00,Cancelled,Saturday,13,37,364
2649,1141,334,2023-04-23,14:15,Delivered,Sunday,14,55,1524
2650,1411,361,2023-08-23,18:15,Delivered,Wednesday,18,45,1239
2651,1355,307,2023-04-15,22:45,Cancelled,Saturday,22,38,1220
2652,2091,362,2023-10-13,20:00,Cancelled,Friday,20,34,217
2653,2100,322,2023-10-11,21:00,Delivered,Wednesday,21,47,939
2654,1562,319,2023-10-09,14:00,Delivered,Monday,14,34,684
2655,1030,305,2023-07-11,21:15,Delivered,Tuesday,21,42,366
2656,1507,368,2023-07-31,15:15,Delivered,Monday,15,37,1233
2657,2337,368,2023-04-30,18:15,Delivered,Sunday,18,68,592
2658,1346,314,2023-03-28,19:30,Delivered,Tuesday,19,48,362
2659,2336,384,2023-03-23,18:30,Cancelled,Thursday,18,32,1940
2660,1065,319,2023-07-23,16:45,Delivered,Sunday,16,20,466
2661,2120,359,2023-02-25,13:30,Cancelled,Saturday,13,30,1128
2662,1112,400,2023-06-06,15:45,Delivered,Tuesday,15,30,654
2663,1482,393,2023-06-18,18:00,Cancelled,Sunday,18,62,1299
2664,1262,396,2023-09-30,15:30,Cancelled,Saturday,15,68,1326
2665,2175,333,2023-12-15,11:00,Delivered,Friday,11,63,1382
2666,2130,366,2023-06-18,16:00,Delivered,Sunday,16,63,549
2667,2364,348,2023-09-13,22:45,Delivered,Wednesday,22,43,1983
2668,1124,367,2023-02-25,12:15,Delivered,Saturday,12,42,1941
2669,1080,355,2023-10-22,21:30,Delivered,Sunday,21,59,1202
2670,1670,352,2023-03-09,10:45,Delivered,Thursday,10,45,1858
2671,1790,381,2023-11-06,13:30,Delivered,Monday,13,50,1436
2672,2472,308,2023-05-10,15:00,Delivered,Wednesday,15,65,1239
2673,1984,372,2023-06-18,15:15,Delivered,Sunday,15,70,1629
2674,1270,395,2023-02-21,14:30,Cancelled,Tuesday,14,61,1384
2675,1261,353,2023-08-08,20:45,Cancelled,Tuesday,20,53,326
2676,2110,364,2023-02-01,16:15,Cancelled,Wednesday,16,52,1559
2677,1052,397,2023-01-19,14:15,Delivered,Thursday,14,63,1978
2678,1858,325,2023-11-05,21:15,Delivered,Sunday,21,37,1401
2679,1566,314,2023-11-28,18:45,Delivered,Tuesday,18,32,1833
2680,2007,353,2023-06-18,19:00,Delivered,Sunday,19,20,1801
2681,1469,329,2023-06-18,17:30,Delivered,Sunday,17,45,1435
2682,2387,392,2023-02-06,20:00,Delivered,Monday,20,43,1485
2683,1885,331,2023-11-26,13:15,Delivered,Sunday,13,66,908
2684,1157,321,2023-06-11,20:00,Delivered,Sunday,20,48,1874
2685,1403,399,2023-04-13,16:45,Delivered,Thursday,16,35,1483
2686,2386,314,2023-06-18,20:00,Delivered,Sunday,20,45,1103
2687,2432,322,2023-04-09,20:45,Cancelled,Sunday,20,46,560
2688,1949,329,2023-03-02,19:45,Delivered,Thursday,19,45,660
2689,2139,321,2023-03-27,18:30,Cancelled,Monday,18,66,804
2690,1243,316,2023-06-18,18:45,Cancelled,Sunday,18,63,1695
2691,2421,379,2023-10-22,10:30,Delivered,Sunday,10,54,680
2692,1934,377,2023-02-03,14:15,Cancelled,Friday,14,23,1055
2693,1779,382,2023-08-11,21:45,Cancelled,Friday,21,35,218
2694,1183,323,2023-10-08,16:15,Cancelled,Sunday,16,69,1595
2695,1063,338,2023-07-01,20:15,Cancelled,Saturday,20,46,536
2696,1187,302,2023-05-21,17:30,Delivered,Sunday,17,27,1219
2697,2379,329,2023-09-28,13:15,Delivered,Thursday,13,55,716
2698,1868,371,2023-10-11,21:00,Delivered,Wednesday,21,32,988
2699,1770,340,2023-03-16,13:30,Cancelled,Thursday,13,70,1857
2700,1474,384,2023-03-06,17:30,Delivered,Monday,17,45,1472
2701,1741,350,2023-04-24,22:00,Delivered,Monday,22,45,1075
2702,1227,360,2023-04-24,10:15,Delivered,Monday,10,56,458
2703,1053,360,2023-07-22,12:30,Delivered,Saturday,12,39,768
2704,1041,382,2023-10-22,13:45,Delivered,Sunday,13,51,1760
2705,1959,350,2023-06-19,13:15,Delivered,Monday,13,66,680
2706,1155,308,2023-10-22,21:15,Cancelled,Sunday,21,64,1970
2707,2364,308,2023-07-25,13:30,Delivered,Tuesday,13,53,1083
2708,1605,396,2023-05-09,10:00,Cancelled,Tuesday,10,28,1283
2709,2329,382,2023-09-17,10:30,Delivered,Sunday,10,66,1197
2710,1079,320,2023-11-17,10:15,Delivered,Friday,10,68,1993
2711,1333,390,2023-07-30,14:45,Cancelled,Sunday,14,42,1236
2712,1690,356,2023-11-16,21:00,Delivered,Thursday,21,28,1827
2713,1482,312,2023-01-24,11:00,Delivered,Tuesday,11,43,280
2714,1243,336,2023-02-19,18:45,Delivered,Sunday,18,43,676
2715,1391,390,2023-01-05,11:15,Delivered,Thursday,11,31,1330
2716,1770,308,2023-10-22,11:30,Delivered,Sunday,11,47,539
2717,1309,331,2023-10-30,13:00,Cancelled,Monday,13,53,626
2718,2151,386,2023-03-08,16:15,Delivered,Wednesday,16,69,248
2719,2345,350,2023-06-22,12:00,Delivered,Thursday,12,30,616
2720,2498,399,2023-02-22,17:00,Delivered,Wednesday,17,45,1180
2721,1132,370,2023-09-03,18:15,Delivered,Sunday,18,60,519
2722,2078,343,2023-10-22,18:45,Delivered,Sunday,18,33,308
2723,1371,381,2023-10-22,10:45,Delivered,Sunday,10,35,541
2724,2321,377,2023-01-28,22:45,Cancelled,Saturday,22,38,1441
2725,1619,320,2023-06-19,21:45,Delivered,Monday,21,28,665
2726,2081,360,2023-10-22,11:00,Delivered,Sunday,11,45,976
2727,2167,313,2023-02-23,15:15,Cancelled,Thursday,15,47,1841
2728,1118,343,2023-05-12,21:30,Delivered,Friday,21,45,845
2729,1287,392,2023-08-08,12:15,Delivered,Tuesday,12,23,938
2730,2202,362,2023-09-05,19:00,Delivered,Tuesday,19,60,476
2731,1641,301,2023-05-24,22:45,Delivered,Wednesday,22,31,1182
2732,1924,332,2023-08-03,20:00,Delivered,Thursday,20,42,1047
2733,2387,306,2023-10-13,11:30,Cancelled,Friday,11,39,1970
2734,1353,364,2023-11-19,17:30,Cancelled,Sunday,17,22,411
2735,1251,358,2023-07-23,15:30,Cancelled,Sunday,15,52,604
2736,1393,304,2023-12-06,18:15,Delivered,Wednesday,18,35,1530
2737,1728,321,2023-10-27,22:15,Delivered,Friday,22,32,497
2738,1416,317,2023-10-22,14:30,Cancelled,Sunday,14,40,1302
2739,1802,344,2023-10-20,15:45,Delivered,Friday,15,51,682
2740,2044,331,2023-01-12,18:45,Cancelled,Thursday,18,37,585
2741,2215,359,2023-10-22,17:00,Delivered,Sunday,17,44,1908
2742,1435,305,2023-10-21,15:45,Delivered,Saturday,15,34,1221
2743,2318,393,2023-10-21,18:15,Delivered,Saturday,18,50,550
2744,1430,397,2023-06-14,14:00,Delivered,Wednesday,14,57,1681
2745,1144,397,2023-05-28,11:45,Delivered,Sunday,11,45,1480
2746,1522,382,2023-02-27,16:45,Delivered,Monday,16,38,528
2747,1097,333,2023-02-13,13:15,Delivered,Monday,13,37,1450
2748,1044,378,2023-08-25,10:00,Delivered,Friday,10,45,1007
2749,1229,382,2023-08-21,12:00,Delivered,Monday,12,34,315
2750,1724,320,2023-03-17,20:45,Delivered,Friday,20,45,1648
2751,2493,344,2023-07-13,22:15,Delivered,Thursday,22,59,1888
2752,1041,363,2023-07-17,18:45,Delivered,Monday,18,44,572
2753,1893,345,2023-05-30,13:30,Cancelled,Tuesday,13,45,290
2754,1757,338,2023-10-22,12:30,Delivered,Sunday,12,52,1428
2755,1347,381,2023-02-03,21:15,Delivered,Friday,21,69,1555
2756,2387,327,2023-10-22,20:30,Cancelled,Sunday,20,26,1876
2757,1190,392,2023-07-23,22:45,Delivered,Sunday,22,59,1857
2758,1054,310,2023-06-05,15:00,Cancelled,Monday,15,41,370
2759,1648,342,2023-10-22,10:45,Delivered,Sunday,10,49,901
2760,1695,347,2023-07-14,21:00,Delivered,Friday,21,56,820
2761,1230,391,2023-11-22,11:15,Delivered,Wednesday,11,33,1882
2762,1237,361,2023-05-18,20:30,Delivered,Thursday,20,52,1586
2763,1983,368,2023-12-06,15:15,Delivered,Wednesday,15,54,437
2764,1751,363,2023-06-13,13:00,Delivered,Tuesday,13,56,1741
2765,1067,352,2023-04-07,12:30,Cancelled,Friday,12,45,1413
2766,1244,333,2023-11-11,15:15,Delivered,Saturday,15,70,207
2767,1132,373,2023-08-19,10:30,Delivered,Saturday,10,33,1824
2768,1580,307,2023-10-10,16:15,Cancelled,Tuesday,16,45,1120
2769,1557,400,2023-11-11,21:15,Cancelled,Saturday,21,55,1099
2770,1697,320,2023-01-26,19:00,Delivered,Thursday,19,54,771
2771,1974,339,2023-03-02,11:15,Delivered,Thursday,11,64,1914
2772,1958,338,2023-08-13,10:00,Delivered,Sunday,10,24,334
2773,1491,333,2023-02-04,18:45,Delivered,Saturday,18,31,1010
2774,1507,394,2023-11-11,16:15,Cancelled,Saturday,16,61,1639
2775,1324,358,2023-05-17,15:00,Delivered,Wednesday,15,28,960
