delivery_id,order_id,delivery_partner_id,delivery_distance_km,delivery_time_minutes,delay_flag,delay_time_bucket,delivery_status
6586,2586,722,13,45,Late,40+,Delivered
6587,2587,713,6,44,Late,40+,Delivered
6588,2588,729,15,60,Late,40+,Delivered
6589,2589,747,17,68,Late,40+,Delivered
6590,2590,755,8,59,Late,40+,Delivered
6591,2591,796,13,68,Late,40+,Delivered
6592,2592,725,3,52,Late,40+,Delivered
6593,2593,703,11,27,On Time,21-30,Delivered
6594,2594,706,7,48,Late,40+,Delivered
6595,2595,775,7,28,On Time,21-30,Delivered
6596,2596,740,7,57,Late,40+,Delivered
6597,2597,748,6,20,On Time,0-20,Delivered
6598,2598,743,5,59,Late,40+,Delivered
6599,2599,701,19,44,Late,40+,Delivered
6600,2600,706,14,46,Late,40+,Delivered
6601,2601,758,1,24,On Time,21-30,Delivered
6602,2602,788,20,26,On Time,21-30,Delivered
6603,2603,778,9,21,On Time,21-30,Delivered
6604,2604,729,8,52,Late,40+,Delivered
6605,2605,766,12,36,On Time,31-40,Delivered
6606,2606,785,5,35,On Time,31-40,Delivered
6607,2607,791,7,41,Late,40+,Delivered
6608,2608,754,12,45,Late,40+,Delivered
6609,2609,746,6,27,On Time,21-30,Delivered
6610,2610,779,1,65,Late,40+,Delivered
6611,2611,704,12,56,Late,40+,Delivered
6612,2612,710,17,34,On Time,31-40,Delivered
6613,2613,704,3,56,Late,40+,Delivered
6614,2614,744,8,62,Late,40+,Delivered
6615,2615,740,1,42,Late,40+,Delivered
6616,2616,792,6,60,Late,40+,Delivered
6617,2617,783,3,68,Late,40+,Delivered
6618,2618,782,4,68,Late,40+,Delivered
6619,2619,706,15,22,On Time,21-30,Delivered
6620,2620,769,11,45,Late,40+,Delivered
6621,2621,729,13,60,Late,40+,Delivered
6622,2622,764,9,22,On Time,21-30,Delivered
6623,2623,704,8,45,Late,40+,Delivered
6624,2624,762,9,46,Late,40+,Delivered
6625,2625,733,13,65,Late,40+,Delivered
6626,2626,772,10,42,Late,40+,Delivered
6627,2627,717,11,55,Late,40+,Delivered
6628,2628,798,13,67,Late,40+,Delivered
6629,2629,718,19,45,Late,40+,Delivered
6630,2630,719,17,35,On Time,31-40,Delivered
6631,2631,732,6,28,On Time,21-30,Delivered
6632,2632,778,13,30,On Time,21-30,Delivered
6633,2633,716,12,54,Late,40+,Delivered
6634,2634,756,18,22,On Time,21-30,Delivered
6635,2635,732,1,55,Late,40+,Delivered
6636,2636,763,16,40,On Time,31-40,Delivered
6637,2637,755,14,60,Late,40+,Delivered
6638,2638,745,17,62,Late,40+,Delivered
6639,2639,767,1,24,On Time,21-30,Delivered
6640,2640,714,7,45,Late,40+,Delivered
6641,2641,773,2,34,On Time,31-40,Delivered
6642,2642,723,20,66,Late,40+,Delivered
6643,2643,750,14,30,On Time,21-30,Delivered
6644,2644,713,3,61,Late,40+,Delivered
6645,2645,772,4,41,Late,40+,Delivered
6646,2646,701,19,31,On Time,31-40,Delivered
6647,2647,702,8,26,On Time,21-30,Delivered
6648,2648,706,18,54,Late,40+,Delivered
6649,2649,729,10,44,Late,40+,Delivered
6650,2650,719,6,66,Late,40+,Delivered
6651,2651,714,4,66,Late,40+,Delivered
6652,2652,772,16,45,Late,40+,Delivered
6653,2653,720,10,45,Late,40+,Delivered
6654,2654,764,3,66,Late,40+,Delivered
6655,2655,704,10,38,On Time,31-40,Delivered
6656,2656,733,6,58,Late,40+,Delivered
6657,2657,701,19,22,On Time,21-30,Delivered
6658,2658,800,17,21,On Time,21-30,Delivered
6659,2659,745,14,65,Late,40+,Delivered
6660,2660,753,5,50,Late,40+,Delivered
6661,2661,710,7,45,Late,40+,Delivered
6662,2662,753,5,69,Late,40+,Delivered
6663,2663,725,3,45,Late,40+,Delivered
6664,2664,786,12,45,Late,40+,Delivered
6665,2665,749,8,20,On Time,0-20,Delivered
6666,2666,797,14,60,Late,40+,Delivered
6667,2667,762,12,21,On Time,21-30,Delivered
6668,2668,771,13,39,On Time,31-40,Delivered
6669,2669,784,4,21,On Time,21-30,Delivered
6670,2670,796,13,45,Late,40+,Delivered
6671,2671,740,15,36,On Time,31-40,Delivered
6672,2672,791,19,29,On Time,21-30,Delivered
6673,2673,715,19,45,Late,40+,Delivered
6674,2674,722,11,45,Late,40+,Delivered
6675,2675,782,3,69,Late,40+,Delivered
6676,2676,737,17,33,On Time,31-40,Delivered
6677,2677,740,11,29,On Time,21-30,Delivered
6678,2678,751,19,35,On Time,31-40,Delivered
6679,2679,773,2,35,On Time,31-40,Delivered
6680,2680,787,9,68,Late,40+,Delivered
6681,2681,753,7,61,Late,40+,Delivered
6682,2682,788,6,52,Late,40+,Delivered
6683,2683,745,8,31,On Time,31-40,Delivered
6684,2684,741,15,54,Late,40+,Delivered
6685,2685,707,8,45,Late,40+,Delivered
6686,2686,782,15,26,On Time,21-30,Delivered
6687,2687,721,12,41,Late,40+,Delivered
6688,2688,787,10,45,Late,40+,Delivered
6689,2689,739,20,29,On Time,21-30,Delivered
6690,2690,705,18,46,Late,40+,Delivered
6691,2691,788,15,62,Late,40+,Delivered
6692,2692,746,16,48,Late,40+,Delivered
6693,2693,726,17,45,Late,40+,Delivered
6694,2694,753,5,35,On Time,31-40,Delivered
6695,2695,719,3,40,On Time,31-40,Delivered
6696,2696,776,5,45,Late,40+,Delivered
6697,2697,800,6,32,On Time,31-40,Delivered
6698,2698,772,14,45,Late,40+,Delivered
6699,2699,774,4,69,Late,40+,Delivered
6700,2700,702,18,45,Late,40+,Delivered
6701,2701,712,14,24,On Time,21-30,Delivered
6702,2702,726,11,21,On Time,21-30,Delivered
6703,2703,757,8,69,Late,40+,Delivered
6704,2704,785,10,50,Late,40+,Delivered
6705,2705,800,1,50,Late,40+,Delivered
6706,2706,723,13,66,Late,40+,Delivered
6707,2707,714,7,54,Late,40+,Delivered
6708,2708,719,16,59,Late,40+,Delivered
6709,2709,766,15,36,On Time,31-40,Delivered
6710,2710,798,10,29,On Time,21-30,Delivered
6711,2711,775,1,51,Late,40+,Delivered
6712,2712,725,9,21,On Time,21-30,Delivered
6713,2713,768,10,56,Late,40+,Delivered
6714,2714,790,5,42,Late,40+,Delivered
6715,2715,725,14,57,Late,40+,Delivered
6716,2716,728,5,27,On Time,21-30,Delivered
6717,2717,733,11,41,Late,40+,Delivered
6718,2718,773,12,56,Late,40+,Delivered
6719,2719,745,6,60,Late,40+,Delivered
6720,2720,721,16,35,On Time,31-40,Delivered
6721,2721,740,8,30,On Time,21-30,Delivered
6722,2722,727,1,42,Late,40+,Delivered
6723,2723,712,3,49,Late,40+,Delivered
6724,2724,735,10,57,Late,40+,Delivered
6725,2725,794,9,59,Late,40+,Delivered
6726,2726,763,5,60,Late,40+,Delivered
6727,2727,704,16,64,Late,40+,Delivered
6728,2728,704,16,41,Late,40+,Delivered
6729,2729,772,18,54,Late,40+,Delivered
6730,2730,790,19,40,On Time,31-40,Delivered
6731,2731,767,16,29,On Time,21-30,Delivered
6732,2732,723,7,48,Late,40+,Delivered
6733,2733,713,17,57,Late,40+,Delivered
6734,2734,771,6,59,Late,40+,Delivered
6735,2735,784,1,25,On Time,21-30,Delivered
6736,2736,730,6,26,On Time,21-30,Delivered
6737,2737,771,11,32,On Time,31-40,Delivered
6738,2738,728,4,56,Late,40+,Delivered
6739,2739,711,2,60,Late,40+,Delivered
6740,2740,783,4,45,Late,40+,Delivered
6741,2741,716,11,33,On Time,31-40,Delivered
6742,2742,781,11,55,Late,40+,Delivered
6743,2743,760,1,45,Late,40+,Delivered
6744,2744,716,19,22,On Time,21-30,Delivered
6745,2745,703,7,28,On Time,21-30,Delivered
6746,2746,767,7,36,On Time,31-40,Delivered
6747,2747,706,3,24,On Time,21-30,Delivered
6748,2748,790,1,29,On Time,21-30,Delivered
6749,2749,765,10,25,On Time,21-30,Delivered
6750,2750,747,19,68,Late,40+,Delivered
6751,2751,799,15,34,On Time,31-40,Delivered
6752,2752,712,4,68,Late,40+,Delivered
6753,2753,731,4,70,Late,40+,Delivered
6754,2754,773,16,28,On Time,21-30,Delivered
6755,2755,760,1,46,Late,40+,Delivered
6756,2756,744,17,45,Late,40+,Delivered
6757,2757,715,3,26,On Time,21-30,Delivered
6758,2758,775,19,45,Late,40+,Delivered
6759,2759,721,18,45,Late,40+,Delivered
6760,2760,762,8,63,Late,40+,Delivered
6761,2761,787,1,47,Late,40+,Delivered
6762,2762,794,17,62,Late,40+,Delivered
6763,2763,726,20,29,On Time,21-30,Delivered
6764,2764,795,16,34,On Time,31-40,Delivered
6765,2765,717,7,70,Late,40+,Delivered
6766,2766,733,3,45,Late,40+,Delivered
6767,2767,759,14,59,Late,40+,Delivered
6768,2768,716,19,59,Late,40+,Delivered
6769,2769,730,11,57,Late,40+,Delivered
6770,2770,779,1,27,On Time,21-30,Delivered
6771,2771,784,3,62,Late,40+,Delivered
6772,2772,794,5,21,On Time,21-30,Delivered
6773,2773,768,19,70,Late,40+,Delivered
6774,2774,773,6,46,Late,40+,Delivered
6775,2775,787,2,27,On Time,21-30,Delivered
6776,2776,793,7,70,Late,40+,Delivered
6777,2777,782,14,25,On Time,21-30,Delivered
6778,2778,731,13,64,Late,40+,Delivered
6779,2779,764,8,60,Late,40+,Delivered
6780,2780,749,11,68,Late,40+,Delivered
6781,2781,771,10,44,Late,40+,Delivered
6782,2782,793,16,57,Late,40+,Delivered
6783,2783,785,19,52,Late,40+,Delivered
6784,2784,769,8,54,Late,40+,Delivered
6785,2785,728,16,39,On Time,31-40,Delivered
6786,2786,763,2,45,Late,40+,Delivered
6787,2787,760,6,48,Late,40+,Delivered
6788,2788,713,8,66,Late,40+,Delivered
6789,2789,781,12,34,On Time,31-40,Delivered
6790,2790,779,4,38,On Time,31-40,Delivered
6791,2791,767,2,20,On Time,0-20,Delivered
6792,2792,713,2,33,On Time,31-40,Delivered
6793,2793,717,12,44,Late,40+,Delivered
6794,2794,734,8,20,On Time,0-20,Delivered
6795,2795,749,12,24,On Time,21-30,Delivered
6796,2796,748,7,58,Late,40+,Delivered
6797,2797,745,9,41,Late,40+,Delivered
6798,2798,774,5,64,Late,40+,Delivered
6799,2799,799,4,41,Late,40+,Delivered
6800,2800,760,13,60,Late,40+,Delivered
6801,2801,716,19,21,On Time,21-30,Delivered
6802,2802,786,17,36,On Time,31-40,Delivered
6803,2803,742,14,33,On Time,31-40,Delivered
6804,2804,768,16,37,On Time,31-40,Delivered
6805,2805,738,3,44,Late,40+,Delivered
6806,2806,712,19,45,Late,40+,Delivered
6807,2807,789,11,50,Late,40+,Delivered
6808,2808,717,15,22,On Time,21-30,Delivered
6809,2809,765,11,36,On Time,31-40,Delivered
6810,2810,762,6,20,On Time,0-20,Delivered
6811,2811,706,5,59,Late,40+,Delivered
6812,2812,714,18,30,On Time,21-30,Delivered
6813,2813,793,11,25,On Time,21-30,Delivered
6814,2814,763,8,59,Late,40+,Delivered
6815,2815,747,10,64,Late,40+,Delivered
6816,2816,746,20,62,Late,40+,Delivered
6817,2817,782,17,45,Late,40+,Delivered
6818,2818,775,2,58,Late,40+,Delivered
6819,2819,756,8,28,On Time,21-30,Delivered
6820,2820,718,8,57,Late,40+,Delivered
6821,2821,707,11,48,Late,40+,Delivered
6822,2822,737,17,54,Late,40+,Delivered
6823,2823,719,10,45,Late,40+,Delivered
6824,2824,739,8,62,Late,40+,Delivered
6825,2825,714,7,39,On Time,31-40,Delivered
6826,2826,763,5,30,On Time,21-30,Delivered
6827,2827,784,10,59,Late,40+,Delivered
6828,2828,787,13,23,On Time,21-30,Delivered
6829,2829,772,13,30,On Time,21-30,Delivered
6830,2830,778,5,47,Late,40+,Delivered
6831,2831,741,3,66,Late,40+,Delivered
6832,2832,729,19,69,Late,40+,Delivered
6833,2833,702,16,66,Late,40+,Delivered
6834,2834,750,13,22,On Time,21-30,Delivered
6835,2835,725,8,20,On Time,0-20,Delivered
6836,2836,750,2,47,Late,40+,Delivered
6837,2837,704,17,33,On Time,31-40,Delivered
6838,2838,701,20,70,Late,40+,Delivered
6839,2839,725,11,66,Late,40+,Delivered
6840,2840,776,8,27,On Time,21-30,Delivered
6841,2841,751,2,47,Late,40+,Delivered
6842,2842,775,5,62,Late,40+,Delivered
6843,2843,756,16,65,Late,40+,Delivered
6844,2844,714,20,20,On Time,0-20,Delivered
6845,2845,791,15,47,Late,40+,Delivered
6846,2846,702,1,36,On Time,31-40,Delivered
6847,2847,779,7,45,Late,40+,Delivered
6848,2848,720,13,28,On Time,21-30,Delivered
6849,2849,768,18,60,Late,40+,Delivered
6850,2850,780,17,31,On Time,31-40,Delivered
6851,2851,711,20,32,On Time,31-40,Delivered
6852,2852,762,18,21,On Time,21-30,Delivered
6853,2853,796,20,24,On Time,21-30,Delivered
6854,2854,775,16,68,Late,40+,Delivered
6855,2855,743,6,24,On Time,21-30,Delivered
6856,2856,719,15,21,On Time,21-30,Delivered
6857,2857,787,17,43,Late,40+,Delivered
6858,2858,771,16,23,On Time,21-30,Delivered
6859,2859,720,15,45,Late,40+,Delivered
6860,2860,706,17,32,On Time,31-40,Delivered
6861,2861,719,9,45,Late,40+,Delivered
6862,2862,710,11,40,On Time,31-40,Delivered
6863,2863,702,20,64,Late,40+,Delivered
6864,2864,797,2,68,Late,40+,Delivered
6865,2865,790,7,22,On Time,21-30,Delivered
6866,2866,750,8,66,Late,40+,Delivered
6867,2867,745,7,64,Late,40+,Delivered
6868,2868,705,3,21,On Time,21-30,Delivered
6869,2869,756,7,66,Late,40+,Delivered
6870,2870,771,18,22,On Time,21-30,Delivered
6871,2871,727,10,67,Late,40+,Delivered
6872,2872,727,7,45,Late,40+,Delivered
6873,2873,796,8,69,Late,40+,Delivered
6874,2874,736,3,25,On Time,21-30,Delivered
6875,2875,799,11,33,On Time,31-40,Delivered
6876,2876,758,4,58,Late,40+,Delivered
6877,2877,792,16,50,Late,40+,Delivered
6878,2878,773,3,61,Late,40+,Delivered
6879,2879,711,12,23,On Time,21-30,Delivered
6880,2880,744,5,21,On Time,21-30,Delivered
6881,2881,728,17,61,Late,40+,Delivered
6882,2882,713,7,49,Late,40+,Delivered
6883,2883,720,8,51,Late,40+,Delivered
6884,2884,707,1,41,Late,40+,Delivered
6885,2885,749,6,31,On Time,31-40,Delivered
6886,2886,790,12,45,Late,40+,Delivered
6887,2887,800,7,51,Late,40+,Delivered
6888,2888,730,10,56,Late,40+,Delivered
6889,2889,769,15,64,Late,40+,Delivered
6890,2890,794,13,52,Late,40+,Delivered
6891,2891,724,7,55,Late,40+,Delivered
6892,2892,717,13,49,Late,40+,Delivered
6893,2893,789,10,30,On Time,21-30,Delivered
6894,2894,780,4,44,Late,40+,Delivered
6895,2895,798,6,57,Late,40+,Delivered
6896,2896,735,4,65,Late,40+,Delivered
6897,2897,765,11,63,Late,40+,Delivered
6898,2898,775,2,45,Late,40+,Delivered
6899,2899,727,4,24,On Time,21-30,Delivered
6900,2900,708,2,45,Late,40+,Delivered
6901,2901,781,6,51,Late,40+,Delivered
6902,2902,788,18,67,Late,40+,Delivered
6903,2903,786,17,30,On Time,21-30,Delivered
6904,2904,727,2,36,On Time,31-40,Delivered
6905,2905,754,15,52,Late,40+,Delivered
6906,2906,760,6,69,Late,40+,Delivered
6907,2907,754,1,31,On Time,31-40,Delivered
6908,2908,711,12,30,On Time,21-30,Delivered
6909,2909,703,9,50,Late,40+,Delivered
6910,2910,722,7,57,Late,40+,Delivered
6911,2911,743,17,26,On Time,21-30,Delivered
6912,2912,750,17,20,On Time,0-20,Delivered
6913,2913,754,15,62,Late,40+,Delivered
6914,2914,751,19,22,On Time,21-30,Delivered
6915,2915,740,7,49,Late,40+,Delivered
6916,2916,753,19,56,Late,40+,Delivered
6917,2917,704,1,59,Late,40+,Delivered
6918,2918,768,4,45,Late,40+,Delivered
6919,2919,707,12,48,Late,40+,Delivered
6920,2920,742,9,40,On Time,31-40,Delivered
6921,2921,763,2,25,On Time,21-30,Delivered
6922,2922,770,20,53,Late,40+,Delivered
6923,2923,797,16,40,On Time,31-40,Delivered
6924,2924,743,5,50,Late,40+,Delivered
6925,2925,744,9,53,Late,40+,Delivered
6926,2926,760,12,46,Late,40+,Delivered
6927,2927,780,18,70,Late,40+,Delivered
6928,2928,775,15,23,On Time,21-30,Delivered
6929,2929,721,15,34,On Time,31-40,Delivered
6930,2930,779,10,26,On Time,21-30,Delivered
6931,2931,783,16,66,Late,40+,Delivered
6932,2932,768,11,45,Late,40+,Delivered
6933,2933,717,5,64,Late,40+,Delivered
6934,2934,779,1,64,Late,40+,Delivered
6935,2935,737,17,45,Late,40+,Delivered
6936,2936,773,13,25,On Time,21-30,Delivered
6937,2937,778,18,45,Late,40+,Delivered
6938,2938,785,19,35,On Time,31-40,Delivered
6939,2939,798,20,54,Late,40+,Delivered
6940,2940,715,11,60,Late,40+,Delivered
6941,2941,785,12,60,Late,40+,Delivered
6942,2942,738,8,45,Late,40+,Delivered
6943,2943,748,5,35,On Time,31-40,Delivered
6944,2944,790,11,63,Late,40+,Delivered
6945,2945,748,16,29,On Time,21-30,Delivered
6946,2946,798,18,62,Late,40+,Delivered
6947,2947,757,8,37,On Time,31-40,Delivered
6948,2948,775,7,46,Late,40+,Delivered
6949,2949,769,5,45,Late,40+,Delivered
6950,2950,739,2,23,On Time,21-30,Delivered
6951,2951,772,1,56,Late,40+,Delivered
6952,2952,736,11,25,On Time,21-30,Delivered
6953,2953,756,12,28,On Time,21-30,Delivered
6954,2954,742,12,40,On Time,31-40,Delivered
6955,2955,765,13,63,Late,40+,Delivered
6956,2956,738,18,39,On Time,31-40,Delivered
6957,2957,763,18,45,Late,40+,Delivered
6958,2958,713,6,45,Late,40+,Delivered
6959,2959,710,13,68,Late,40+,Delivered
6960,2960,778,17,29,On Time,21-30,Delivered
6961,2961,798,13,30,On Time,21-30,Delivered
6962,2962,751,12,23,On Time,21-30,Delivered
6963,2963,781,10,62,Late,40+,Delivered
6964,2964,753,15,41,Late,40+,Delivered
6965,2965,776,14,22,On Time,21-30,Delivered
6966,2966,727,5,69,Late,40+,Delivered
6967,2967,795,11,41,Late,40+,Delivered
6968,2968,743,10,68,Late,40+,Delivered
6969,2969,724,3,45,Late,40+,Delivered
6970,2970,734,17,30,On Time,21-30,Delivered
6971,2971,743,9,46,Late,40+,Delivered
6972,2972,800,4,33,On Time,31-40,Delivered
6973,2973,738,13,33,On Time,31-40,Delivered
6974,2974,725,1,29,On Time,21-30,Delivered
6975,2975,797,12,68,Late,40+,Delivered
6976,2976,755,3,45,Late,40+,Delivered
6977,2977,734,15,35,On Time,31-40,Delivered
6978,2978,728,8,45,Late,40+,Delivered
6979,2979,777,5,27,On Time,21-30,Delivered
6980,2980,765,1,43,Late,40+,Delivered
6981,2981,773,14,52,Late,40+,Delivered
6982,2982,770,19,59,Late,40+,Delivered
6983,2983,725,17,69,Late,40+,Delivered
6984,2984,706,5,40,On Time,31-40,Delivered
6985,2985,780,2,62,Late,40+,Delivered
6986,2986,753,8,48,Late,40+,Delivered
6987,2987,731,1,42,Late,40+,Delivered
6988,2988,796,4,38,On Time,31-40,Delivered
6989,2989,790,9,42,Late,40+,Delivered
6990,2990,764,13,68,Late,40+,Delivered
6991,2991,763,5,52,Late,40+,Delivered
6992,2992,704,20,29,On Time,21-30,Delivered
6993,2993,719,15,67,Late,40+,Delivered
6994,2994,794,8,31,On Time,31-40,Delivered
6995,2995,800,1,61,Late,40+,Delivered
6996,2996,772,18,29,On Time,21-30,Delivered
6997,2997,738,4,61,Late,40+,Delivered
6998,2998,722,2,60,Late,40+,Delivered
6999,2999,708,3,45,Late,40+,Delivered
7000,3000,726,4,20,On Time,0-20,Delivered
7001,3001,718,2,42,Late,40+,Delivered
7002,3002,710,11,63,Late,40+,Delivered
7003,3003,783,18,45,Late,40+,Delivered
7004,3004,729,13,69,Late,40+,Delivered
7005,3005,762,5,62,Late,40+,Delivered
7006,3006,729,16,62,Late,40+,Delivered
7007,3007,721,8,52,Late,40+,Delivered
7008,3008,776,14,28,On Time,21-30,Delivered
7009,3009,742,7,66,Late,40+,Delivered
7010,3010,790,16,36,On Time,31-40,Delivered
7011,3011,722,14,40,On Time,31-40,Delivered
7012,3012,794,14,68,Late,40+,Delivered
7013,3013,737,17,46,Late,40+,Delivered
7014,3014,770,7,57,Late,40+,Delivered
7015,3015,708,17,65,Late,40+,Delivered
7016,3016,723,1,34,On Time,31-40,Delivered
7017,3017,735,5,30,On Time,21-30,Delivered
7018,3018,784,7,70,Late,40+,Delivered
7019,3019,713,8,50,Late,40+,Delivered
7020,3020,754,18,35,On Time,31-40,Delivered
7021,3021,742,17,45,Late,40+,Delivered
7022,3022,761,17,27,On Time,21-30,Delivered
7023,3023,708,3,55,Late,40+,Delivered
7024,3024,719,7,63,Late,40+,Delivered
7025,3025,769,7,58,Late,40+,Delivered
7026,3026,712,6,25,On Time,21-30,Delivered
7027,3027,726,10,35,On Time,31-40,Delivered
7028,3028,748,12,63,Late,40+,Delivered
7029,3029,751,17,45,Late,40+,Delivered
7030,3030,783,20,40,On Time,31-40,Delivered
7031,3031,740,9,46,Late,40+,Delivered
7032,3032,739,3,21,On Time,21-30,Delivered
7033,3033,800,10,44,Late,40+,Delivered
7034,3034,712,12,31,On Time,31-40,Delivered
7035,3035,756,7,41,Late,40+,Delivered
7036,3036,779,16,61,Late,40+,Delivered
7037,3037,735,7,61,Late,40+,Delivered
7038,3038,718,5,31,On Time,31-40,Delivered
7039,3039,778,20,34,On Time,31-40,Delivered
7040,3040,751,12,41,Late,40+,Delivered
7041,3041,760,16,49,Late,40+,Delivered
7042,3042,713,19,40,On Time,31-40,Delivered
7043,3043,759,18,69,Late,40+,Delivered
7044,3044,729,16,22,On Time,21-30,Delivered
7045,3045,784,8,62,Late,40+,Delivered
7046,3046,740,12,63,Late,40+,Delivered
7047,3047,790,1,62,Late,40+,Delivered
7048,3048,718,13,43,Late,40+,Delivered
7049,3049,775,5,21,On Time,21-30,Delivered
7050,3050,770,9,44,Late,40+,Delivered
7051,3051,741,17,50,Late,40+,Delivered
7052,3052,791,17,40,On Time,31-40,Delivered
7053,3053,751,12,22,On Time,21-30,Delivered
7054,3054,769,13,56,Late,40+,Delivered
7055,3055,765,9,28,On Time,21-30,Delivered
7056,3056,734,20,54,Late,40+,Delivered
7057,3057,741,19,45,Late,40+,Delivered
7058,3058,786,17,38,On Time,31-40,Delivered
7059,3059,749,6,37,On Time,31-40,Delivered
7060,3060,788,9,31,On Time,31-40,Delivered
7061,3061,762,7,45,Late,40+,Delivered
7062,3062,750,20,43,Late,40+,Delivered
7063,3063,788,20,28,On Time,21-30,Delivered
7064,3064,704,16,49,Late,40+,Delivered
7065,3065,746,4,45,Late,40+,Delivered
7066,3066,753,3,70,Late,40+,Delivered
7067,3067,713,13,59,Late,40+,Delivered
7068,3068,743,19,55,Late,40+,Delivered
7069,3069,714,9,29,On Time,21-30,Delivered
7070,3070,708,2,23,On Time,21-30,Delivered
7071,3071,725,8,61,Late,40+,Delivered
7072,3072,720,12,28,On Time,21-30,Delivered
7073,3073,741,8,28,On Time,21-30,Delivered
7074,3074,788,7,70,Late,40+,Delivered
7075,3075,782,4,25,On Time,21-30,Delivered
7076,3076,791,9,27,On Time,21-30,Delivered
7077,3077,717,11,60,Late,40+,Delivered
7078,3078,735,18,68,Late,40+,Delivered
7079,3079,711,14,70,Late,40+,Delivered
7080,3080,753,9,20,On Time,0-20,Delivered
7081,3081,722,19,50,Late,40+,Delivered
7082,3082,785,8,45,Late,40+,Delivered
7083,3083,728,1,23,On Time,21-30,Delivered
7084,3084,762,13,37,On Time,31-40,Delivered
7085,3085,796,13,31,On Time,31-40,Delivered
7086,3086,789,3,35,On Time,31-40,Delivered
7087,3087,722,7,28,On Time,21-30,Delivered
7088,3088,724,10,28,On Time,21-30,Delivered
7089,3089,741,5,45,Late,40+,Delivered
7090,3090,797,4,30,On Time,21-30,Delivered
7091,3091,767,10,24,On Time,21-30,Delivered
7092,3092,746,6,37,On Time,31-40,Delivered
7093,3093,733,19,40,On Time,31-40,Delivered
7094,3094,770,9,43,Late,40+,Delivered
7095,3095,701,4,68,Late,40+,Delivered
7096,3096,713,8,35,On Time,31-40,Delivered
7097,3097,727,11,42,Late,40+,Delivered
7098,3098,761,1,66,Late,40+,Delivered
7099,3099,728,11,64,Late,40+,Delivered
7100,3100,712,6,41,Late,40+,Delivered
7101,3101,785,6,34,On Time,31-40,Delivered
7102,3102,759,18,51,Late,40+,Delivered
7103,3103,766,8,69,Late,40+,Delivered
7104,3104,701,4,61,Late,40+,Delivered
7105,3105,746,8,30,On Time,21-30,Delivered
7106,3106,767,14,45,Late,40+,Delivered
7107,3107,714,2,24,On Time,21-30,Delivered
7108,3108,766,14,70,Late,40+,Delivered
7109,3109,774,9,61,Late,40+,Delivered
7110,3110,797,9,29,On Time,21-30,Delivered
7111,3111,702,15,24,On Time,21-30,Delivered
7112,3112,763,18,45,Late,40+,Delivered
7113,3113,795,8,45,Late,40+,Delivered
7114,3114,767,14,54,Late,40+,Delivered
7115,3115,798,18,70,Late,40+,Delivered
7116,3116,708,1,45,Late,40+,Delivered
7117,3117,758,7,22,On Time,21-30,Delivered
7118,3118,767,4,35,On Time,31-40,Delivered
7119,3119,723,16,57,Late,40+,Delivered
7120,3120,774,4,55,Late,40+,Delivered
7121,3121,776,3,65,Late,40+,Delivered
7122,3122,799,15,45,Late,40+,Delivered
7123,3123,799,9,45,Late,40+,Delivered
7124,3124,728,15,44,Late,40+,Delivered
7125,3125,759,19,33,On Time,31-40,Delivered
7126,3126,761,20,50,Late,40+,Delivered
7127,3127,711,16,50,Late,40+,Delivered
7128,3128,781,3,21,On Time,21-30,Delivered
7129,3129,767,7,24,On Time,21-30,Delivered
7130,3130,723,10,43,Late,40+,Delivered
7131,3131,710,1,52,Late,40+,Delivered
7132,3132,782,2,47,Late,40+,Delivered
7133,3133,745,16,51,Late,40+,Delivered
7134,3134,713,9,45,Late,40+,Delivered
7135,3135,745,11,40,On Time,31-40,Delivered
7136,3136,742,3,31,On Time,31-40,Delivered
7137,3137,763,9,45,Late,40+,Delivered
7138,3138,707,13,66,Late,40+,Delivered
7139,3139,701,17,32,On Time,31-40,Delivered
7140,3140,725,10,56,Late,40+,Delivered
7141,3141,765,7,29,On Time,21-30,Delivered
7142,3142,743,6,59,Late,40+,Delivered
7143,3143,756,4,69,Late,40+,Delivered
7144,3144,725,3,47,Late,40+,Delivered
7145,3145,720,6,45,Late,40+,Delivered
7146,3146,793,7,54,Late,40+,Delivered
7147,3147,783,7,45,Late,40+,Delivered
7148,3148,732,4,62,Late,40+,Delivered
7149,3149,764,1,33,On Time,31-40,Delivered
7150,3150,761,6,55,Late,40+,Delivered
7151,3151,774,14,23,On Time,21-30,Delivered
7152,3152,722,15,45,Late,40+,Delivered
7153,3153,732,11,66,Late,40+,Delivered
7154,3154,754,7,69,Late,40+,Delivered
7155,3155,719,6,25,On Time,21-30,Delivered
7156,3156,766,14,22,On Time,21-30,Delivered
7157,3157,759,18,40,On Time,31-40,Delivered
7158,3158,718,5,55,Late,40+,Delivered
7159,3159,724,13,45,Late,40+,Delivered
7160,3160,743,12,66,Late,40+,Delivered
7161,3161,737,14,53,Late,40+,Delivered
7162,3162,714,13,46,Late,40+,Delivered
7163,3163,722,13,45,Late,40+,Delivered
7164,3164,736,5,64,Late,40+,Delivered
7165,3165,800,11,58,Late,40+,Delivered
7166,3166,750,16,29,On Time,21-30,Delivered
7167,3167,705,15,45,Late,40+,Delivered
7168,3168,799,20,67,Late,40+,Delivered
7169,3169,777,16,36,On Time,31-40,Delivered
7170,3170,724,11,65,Late,40+,Delivered
7171,3171,750,14,20,On Time,0-20,Delivered
7172,3172,771,5,45,Late,40+,Delivered
