review_id,order_id,customer_id,rating,review_text,low_rating_flag,review_date
8536,2046,2420,3,Bad Experience,Good,2023-08-23
8537,3117,2377,3,Excellent,Good,2023-05-05
8538,2751,1629,4,Bad Experience,Good,2023-05-09
8539,3442,1920,2,Bad Experience,Low,2023-08-02
8540,2495,1715,3,Bad Experience,Good,2023-06-10
8541,2375,1107,3,Loved It,Good,2023-09-07
8542,2775,1380,4,Loved It,Good,2023-01-31
8543,3348,2218,1,Not Good,Low,2023-08-19
8544,2709,1951,2,Great Food,Low,2023-12-13
8545,2836,2246,2,Loved It,Low,2023-07-11
8546,2274,1938,3,Bad Experience,Good,2023-11-16
8547,2290,1779,4,Average,Good,2023-12-25
8548,3095,2145,3,Average,Good,2023-11-16
8549,2412,2023,1,Not Good,Low,2023-07-02
8550,2973,1912,1,Loved It,Low,2023-08-28
8551,2591,2495,3,Excellent,Good,2023-09-12
8552,3280,1529,5,Great Food,Good,2023-02-19
8553,2735,1920,4,Excellent,Good,2023-07-21
8554,3030,1219,4,Excellent,Good,2023-04-28
8555,2844,1407,4,Average,Good,2023-08-13
8556,2207,1611,3,Great Food,Good,2023-01-19
8557,2231,1272,4,Average,Good,2023-11-24
8558,2748,2353,5,Bad Experience,Good,2023-02-28
8559,3478,1063,5,Average,Good,2023-10-21
8560,3129,2067,5,Loved It,Good,2023-04-28
8561,2274,2291,2,Great Food,Low,2023-11-14
8562,2333,2447,5,Great Food,Good,2023-08-08
8563,3143,1651,3,Loved It,Good,2023-08-20
8564,2715,1259,2,Bad Experience,Low,2023-03-15
8565,3066,2361,2,Loved It,Low,2023-03-21
8566,2515,2422,5,Average,Good,2023-02-05
8567,2603,1460,2,Average,Low,2023-12-25
8568,3237,1495,3,Not Good,Good,2023-10-06
8569,2647,1346,3,Bad Experience,Good,2023-12-09
8570,2165,1887,3,Excellent,Good,2023-04-28
8571,2404,1011,4,Bad Experience,Good,2023-12-22
8572,3391,1791,3,Excellent,Good,2023-03-26
8573,3479,1910,4,Not Good,Good,2023-01-29
8574,2499,1833,1,Bad Experience,Low,2023-09-25
8575,3282,2085,1,Not Good,Low,2023-01-04
8576,2837,1812,1,Great Food,Low,2023-12-07
8577,2055,2180,5,Average,Good,2023-11-21
8578,2871,2006,3,Great Food,Good,2023-02-17
8579,3465,1841,4,Average,Good,2023-11-22
8580,2099,1118,1,Average,Low,2023-12-02
8581,2298,1066,3,Not Good,Good,2023-11-20
8582,2473,1792,4,Excellent,Good,2023-04-30
8583,2679,1956,3,Not Good,Good,2023-07-30
8584,3427,1440,4,Not Good,Good,2023-04-20
8585,3347,1126,1,Bad Experience,Low,2023-05-23
8586,2859,1139,3,Not Good,Good,2023-08-27
8587,2342,2285,4,Loved It,Good,2023-02-04
8588,2414,1721,1,Average,Low,2023-12-25
8589,2986,1601,3,Excellent,Good,2023-04-02
8590,2439,1270,1,Excellent,Low,2023-12-25
8591,3200,1711,1,Loved It,Low,2023-10-03
8592,3202,2137,1,Average,Low,2023-10-25
8593,2356,1301,1,Excellent,Low,2023-04-20
8594,2626,2267,3,Excellent,Good,2023-12-28
8595,2708,1722,3,Great Food,Good,2023-02-24
8596,2781,1178,1,Average,Low,2023-09-14
8597,3277,1833,1,Excellent,Low,2023-12-12
8598,3371,1901,1,Bad Experience,Low,2023-09-17
8599,2111,1390,4,Loved It,Good,2023-01-15
8600,2066,2115,5,Excellent,Good,2023-06-11
8601,2572,1880,4,Average,Good,2023-12-25
8602,2767,1317,1,Loved It,Low,2023-05-20
8603,2713,1340,5,Loved It,Good,2023-05-21
8604,3162,2064,3,Loved It,Good,2023-06-16
8605,2251,1868,2,Loved It,Low,2023-03-22
8606,2783,2467,5,Not Good,Good,2023-12-17
8607,3085,1159,5,Not Good,Good,2023-04-06
8608,2842,1160,1,Bad Experience,Low,2023-04-24
8609,2250,1403,4,Bad Experience,Good,2023-02-23
8610,2360,1745,4,Loved It,Good,2023-08-30
8611,2545,1583,1,Great Food,Low,2023-02-01
8612,2128,2052,3,Not Good,Good,2023-09-13
8613,2869,2077,5,Excellent,Good,2023-12-25
8614,2328,1246,5,Excellent,Good,2023-06-10
8615,2266,2046,5,Loved It,Good,2023-12-11
8616,2817,1509,5,Great Food,Good,2023-09-16
8617,2604,2010,3,Average,Good,2023-01-01
8618,2457,1659,5,Excellent,Good,2023-09-06
8619,2102,2248,5,Not Good,Good,2023-04-15
8620,2950,1487,5,Loved It,Good,2023-05-05
8621,2173,1828,4,Great Food,Good,2023-02-09
8622,2733,2059,2,Loved It,Low,2023-12-14
8623,2300,1529,2,Not Good,Low,2023-10-05
8624,3312,2099,1,Loved It,Low,2023-06-01
8625,2962,2237,3,Not Good,Good,2023-08-27
8626,2896,1931,4,Great Food,Good,2023-07-26
8627,2183,1960,2,Average,Low,2023-02-05
8628,2182,1498,1,Bad Experience,Low,2023-07-06
8629,3148,1966,5,Loved It,Good,2023-11-09
8630,2531,2463,2,Average,Low,2023-07-22
8631,2757,1562,5,Excellent,Good,2023-01-09
8632,2355,1341,1,Great Food,Low,2023-03-22
8633,2968,1085,1,Great Food,Low,2023-08-29
8634,3246,1025,2,Great Food,Low,2023-09-09
8635,2861,1837,1,Bad Experience,Low,2023-04-11
8636,2757,1705,4,Bad Experience,Good,2023-08-28
8637,2146,1508,2,Not Good,Low,2023-09-25
8638,2594,2331,4,Bad Experience,Good,2023-01-27
8639,2281,1053,2,Great Food,Low,2023-03-02
8640,2088,2283,3,Average,Good,2023-12-25
8641,2029,2128,4,Excellent,Good,2023-12-13
8642,2208,1080,5,Bad Experience,Good,2023-01-26
8643,2997,2180,2,Excellent,Low,2023-05-20
8644,2929,1256,2,Bad Experience,Low,2023-01-23
8645,2769,1173,3,Loved It,Good,2023-10-04
8646,2370,1030,2,Great Food,Low,2023-02-23
8647,3417,2133,3,Excellent,Good,2023-06-08
8648,3183,1514,1,Average,Low,2023-05-30
8649,2413,1088,4,Average,Good,2023-09-09
8650,2724,2249,5,Bad Experience,Good,2023-04-06
8651,3037,1388,5,Not Good,Good,2023-12-25
8652,2394,2427,2,Average,Low,2023-08-11
8653,2441,1015,4,Great Food,Good,2023-10-16
8654,2968,1321,4,Excellent,Good,2023-01-20
8655,3254,1014,1,Excellent,Low,2023-02-03
8656,3035,1665,3,Great Food,Good,2023-01-11
8657,3095,1851,4,Loved It,Good,2023-01-25
8658,2351,2207,4,Loved It,Good,2023-11-16
8659,2272,2247,4,Great Food,Good,2023-08-15
8660,2704,2175,4,Not Good,Good,2023-12-25
8661,2218,1390,5,Great Food,Good,2023-10-19
8662,3073,2252,2,Great Food,Low,2023-07-28
8663,2605,2090,5,Excellent,Good,2023-05-17
8664,2559,1119,4,Excellent,Good,2023-01-13
8665,2492,1247,3,Bad Experience,Good,2023-06-02
8666,2304,2204,1,Excellent,Low,2023-12-17
8667,2948,1784,1,Loved It,Low,2023-09-25
8668,3273,1786,2,Not Good,Low,2023-11-23
8669,2906,1853,3,Average,Good,2023-07-04
8670,2829,1647,2,Average,Low,2023-06-14
8671,3348,2218,4,Great Food,Good,2023-09-22
8672,2018,1535,1,Average,Low,2023-07-09
8673,2311,2465,4,Great Food,Good,2023-12-25
8674,3451,1864,4,Great Food,Good,2023-05-05
8675,3317,2189,5,Excellent,Good,2023-02-11
8676,2542,2187,2,Excellent,Low,2023-03-17
8677,3251,2446,5,Average,Good,2023-10-31
8678,2497,1126,4,Excellent,Good,2023-06-29
8679,2685,1735,2,Average,Low,2023-05-17
8680,2869,2469,1,Not Good,Low,2023-09-06
8681,2483,1865,2,Average,Low,2023-09-29
8682,2170,1674,4,Great Food,Good,2023-10-03
8683,3500,2325,3,Great Food,Good,2023-02-17
8684,2173,1842,5,Loved It,Good,2023-12-20
8685,3031,1930,2,Bad Experience,Low,2023-03-02
8686,2460,1849,2,Excellent,Low,2023-08-21
8687,3500,1140,3,Excellent,Good,2023-06-30
8688,2194,1971,3,Excellent,Good,2023-06-28
8689,2186,2293,2,Excellent,Low,2023-09-10
8690,2484,2152,5,Average,Good,2023-01-18
8691,2256,2130,3,Average,Good,2023-08-14
8692,2527,1806,5,Bad Experience,Good,2023-12-30
8693,2100,1685,5,Loved It,Good,2023-01-14
8694,2780,1564,5,Not Good,Good,2023-04-25
8695,2965,1017,3,Not Good,Good,2023-09-13
8696,2226,1867,2,Excellent,Low,2023-05-11
8697,2624,1077,4,Great Food,Good,2023-08-19
8698,2902,2428,3,Great Food,Good,2023-02-19
8699,2507,1249,1,Average,Low,2023-11-23
8700,2845,1176,5,Average,Good,2023-12-06
8701,2812,1937,5,Average,Good,2023-12-25
8702,2434,2488,1,Excellent,Low,2023-08-21
8703,2687,2304,1,Average,Low,2023-12-25
8704,3360,2044,1,Not Good,Low,2023-05-31
8705,2402,1937,3,Excellent,Good,2023-08-20
8706,2948,2020,3,Excellent,Good,2023-04-02
8707,3193,1710,3,Great Food,Good,2023-09-14
8708,2215,1520,2,Bad Experience,Low,2023-08-26
8709,2174,1167,3,Not Good,Good,2023-03-11
8710,2054,1116,5,Average,Good,2023-10-15
8711,3119,1311,3,Great Food,Good,2023-12-25
8712,3000,1583,2,Excellent,Low,2023-06-22
8713,2428,1660,3,Excellent,Good,2023-12-25
8714,3497,1102,2,Great Food,Low,2023-04-19
8715,3243,1565,1,Not Good,Low,2023-04-24
8716,3246,1179,1,Average,Low,2023-10-10
8717,2312,2179,3,Not Good,Good,2023-05-29
8718,2907,1747,5,Excellent,Good,2023-12-25
8719,2186,1791,2,Excellent,Low,2023-12-25
8720,2332,2457,4,Great Food,Good,2023-01-24
8721,3444,1223,1,Average,Low,2023-05-31
8722,3220,2221,5,Bad Experience,Good,2023-12-25
8723,2933,1379,4,Bad Experience,Good,2023-12-25
8724,3110,1357,2,Not Good,Low,2023-01-29
8725,3486,2461,5,Not Good,Good,2023-09-22
8726,2066,1997,3,Great Food,Good,2023-08-04
8727,2519,1627,3,Average,Good,2023-11-06
8728,3246,1844,1,Great Food,Low,2023-12-28
8729,2826,1112,1,Great Food,Low,2023-04-09
8730,3002,1752,3,Great Food,Good,2023-12-25
8731,2530,1949,2,Average,Low,2023-07-02
8732,3243,2465,5,Bad Experience,Good,2023-10-10
8733,3044,1997,4,Loved It,Good,2023-01-10
8734,3474,1042,3,Average,Good,2023-03-02
8735,3351,1616,4,Loved It,Good,2023-03-19
8736,2389,1860,5,Not Good,Good,2023-10-01
8737,3146,1772,1,Average,Low,2023-09-01
8738,2922,1751,1,Average,Low,2023-05-08
8739,3473,1452,3,Bad Experience,Good,2023-09-27
8740,2909,1374,4,Bad Experience,Good,2023-07-12
8741,2581,2121,3,Average,Good,2023-04-21
8742,2199,2020,1,Excellent,Low,2023-01-14
8743,2931,1115,5,Great Food,Good,2023-11-08
8744,2732,1665,2,Not Good,Low,2023-12-25
8745,2015,1733,5,Loved It,Good,2023-02-13
8746,2767,1301,2,Bad Experience,Low,2023-10-14
8747,3457,2468,1,Average,Low,2023-12-02
8748,3348,1738,5,Loved It,Good,2023-11-05
8749,2170,1496,5,Average,Good,2023-08-21
8750,2238,2265,5,Average,Good,2023-09-24
8751,2936,2348,4,Average,Good,2023-08-17
8752,3215,1511,3,Great Food,Good,2023-12-08
8753,2765,2357,2,Loved It,Low,2023-12-25
8754,2092,1289,3,Great Food,Good,2023-07-06
8755,2300,1907,2,Not Good,Low,2023-11-23
8756,2861,1812,3,Bad Experience,Good,2023-10-30
8757,3292,1018,4,Loved It,Good,2023-01-31
8758,3299,1655,2,Great Food,Low,2023-02-06
8759,2275,2282,5,Excellent,Good,2023-07-18
8760,2671,2307,5,Loved It,Good,2023-09-27
8761,2303,2421,4,Not Good,Good,2023-12-25
8762,3455,1651,2,Loved It,Low,2023-10-04
8763,2389,1568,3,Excellent,Good,2023-02-19
8764,3469,1575,2,Not Good,Low,2023-04-06
8765,2868,1569,1,Excellent,Low,2023-09-12
8766,2550,2309,1,Bad Experience,Low,2023-08-12
8767,3235,1753,1,Not Good,Low,2023-02-01
8768,3415,1385,4,Excellent,Good,2023-09-21
8769,2126,2415,1,Average,Low,2023-08-06
8770,2632,1470,5,Excellent,Good,2023-10-31
8771,2151,1896,3,Loved It,Good,2023-11-29
8772,2484,1398,2,Great Food,Low,2023-12-25
8773,2773,2340,5,Bad Experience,Good,2023-03-03
8774,3304,2001,1,Average,Low,2023-03-13
8775,2052,2427,1,Great Food,Low,2023-03-29
8776,3492,1175,3,Average,Good,2023-10-26
8777,2271,2381,5,Loved It,Good,2023-07-11
8778,3207,1029,3,Bad Experience,Good,2023-10-25
8779,2040,1562,2,Average,Low,2023-05-18
8780,3316,1867,5,Bad Experience,Good,2023-11-07
8781,2873,1459,3,Excellent,Good,2023-09-01
8782,2916,1373,3,Loved It,Good,2023-01-26
8783,2672,1926,4,Average,Good,2023-12-13
8784,2968,1476,3,Bad Experience,Good,2023-08-24
8785,2469,1165,4,Loved It,Good,2023-03-03
8786,2626,2415,2,Not Good,Low,2023-09-25
8787,2861,1353,5,Excellent,Good,2023-02-15
8788,3208,2137,5,Bad Experience,Good,2023-01-12
8789,3437,1949,5,Great Food,Good,2023-12-30
8790,2152,2033,5,Average,Good,2023-08-05
8791,2869,1227,5,Bad Experience,Good,2023-01-21
8792,2946,2303,3,Not Good,Good,2023-10-30
8793,3321,1853,2,Great Food,Low,2023-04-14
8794,2997,1124,1,Average,Low,2023-07-23
8795,3019,1030,4,Bad Experience,Good,2023-08-06
8796,2717,1968,1,Loved It,Low,2023-03-08
8797,3350,2138,2,Great Food,Low,2023-09-17
8798,2648,1551,4,Average,Good,2023-09-24
8799,3223,1143,5,Average,Good,2023-12-24
8800,2537,1251,2,Average,Low,2023-10-27
